Square Feet,Price,Price/Sqft,Zip,City,State,Street Address,Bedrooms,Bathrooms,URL,Image,Price Category
1660.0,649999,391.5656626506024,98042,Covington,WA,19219 SE 263rd St,3.0,3.0,https://www.redfin.com/WA/Covington/19219-SE-263rd-St-98042/home/372286,https://ssl.cdn-redfin.com/photo/1/islphoto/502/genIslnoResize.2311502_0.jpg,Medium-low
1870.0,749965,401.05080213903744,98042,Covington,WA,26504 176th Pl SE 27,3.0,3.0,https://www.redfin.com/WA/Covington/26504-176-Pl-SE-98042/unit-27/home/193557156,https://ssl.cdn-redfin.com/photo/1/islphoto/488/genIslnoResize.2311488_0.jpg,Medium-low
3848.0,1139800,296.2058212058212,98042,Covington,WA,26006 208th Ave SE,5.0,5.0,https://www.redfin.com/WA/Covington/26006-208th-Ave-SE-98042/home/193545865,https://ssl.cdn-redfin.com/photo/595/islphoto/890/genIslnoResize.510DDF357890_0.jpg,Medium-High
3858.0,1140650,295.65837221358214,98042,Covington,WA,26108 208th Ave SE,4.0,4.0,https://www.redfin.com/WA/Covington/26108-208th-Ave-SE-98042/home/193545883,https://ssl.cdn-redfin.com/photo/595/islphoto/0A1/genIslnoResize.16C3703DF0A1_0.jpg,Medium-High
4273.0,1168400,273.43786566814885,98042,Covington,WA,26016 208th Ave SE,5.0,5.0,https://www.redfin.com/WA/Covington/26016-208th-Ave-SE-98042/home/193545884,https://ssl.cdn-redfin.com/photo/595/islphoto/523/genIslnoResize.94399171C523_0.jpg,Medium-High
2200.0,819950,372.70454545454544,98042,Covington,WA,15607 SE 257TH St,4.0,4.0,https://www.redfin.com/WA/Covington/15607-SE-257th-Pl-98042/home/193546273,https://ssl.cdn-redfin.com/photo/1/islphoto/119/genIslnoResize.2311119_0.jpg,Medium-High
2720.0,774950,284.90808823529414,98042,Covington,WA,25738 175th Way SE,4.0,4.0,https://www.redfin.com/WA/Covington/25738-175th-Way-SE-98042/home/395593,https://ssl.cdn-redfin.com/photo/1/islphoto/236/genIslnoResize.2309236_0.jpg,Medium-low
1170.0,575000,491.45299145299145,98042,Covington,WA,19709 SE 263rd Pl,3.0,3.0,https://www.redfin.com/WA/Covington/19709-SE-263rd-Pl-98042/home/372425,https://ssl.cdn-redfin.com/system_files/media/1010984_JPG/genDesktopMapHomeCardUrl/item_25.jpg,Medium-low
3190.0,998900,313.1347962382445,98042,Covington,WA,25947 160th Ave SE,4.0,4.0,https://www.redfin.com/WA/Covington/25947-160th-Ave-SE-98042/home/392993,https://ssl.cdn-redfin.com/photo/1/islphoto/990/genIslnoResize.2309990_0.jpg,Medium-High
1050.0,449000,427.6190476190476,98042,Covington,WA,19476 SE 266th St,4.0,4.0,https://www.redfin.com/WA/Covington/19476-SE-266th-St-98042/home/369800,https://ssl.cdn-redfin.com/photo/1/islphoto/878/genIslnoResize.2308878_0.jpg,Low
2920.0,979950,335.5993150684931,98042,Covington,WA,25632 206th Pl SE,4.0,4.0,https://www.redfin.com/WA/Covington/25632-206th-Pl-SE-98042/home/109969516,https://ssl.cdn-redfin.com/photo/1/islphoto/242/genIslnoResize.2308242_0.jpg,Medium-High
1544.0,629950,407.99870466321244,98042,Covington,WA,16631 SE 279th Pl,3.0,3.0,https://www.redfin.com/WA/Covington/16631-SE-279th-Pl-98042/home/373190,https://ssl.cdn-redfin.com/system_files/media/1008306_JPG/genDesktopMapHomeCardUrl/item_3.jpg,Medium-low
1980.0,670000,338.3838383838384,98042,Covington,WA,17004 SE 262nd St,4.0,4.0,https://www.redfin.com/WA/Covington/17004-SE-262nd-St-98042/home/12539190,https://ssl.cdn-redfin.com/photo/1/islphoto/822/genIslnoResize.2306822_0.jpg,Medium-low
3001.0,1026150,341.9360213262246,98030,Kent,WA,25616 169th Pl SE,4.0,4.0,https://www.redfin.com/WA/Kent/25616-169th-PL-SE-98030/home/193321173,https://ssl.cdn-redfin.com/photo/595/islphoto/F33/genIslnoResize.6D74E86F6F33_0.jpg,Medium-High
3291.0,1040650,316.21087815253725,98030,Kent,WA,25610 169th Pl SE,4.0,4.0,https://www.redfin.com/WA/Kent/25610-169th-PL-SE-98030/home/193321187,https://ssl.cdn-redfin.com/photo/595/islphoto/BC3/genIslnoResize.DB794C565BC3_0.jpg,Medium-High
2065.0,803081,388.901210653753,98042,Covington,WA,17712 SE 265th St,3.0,3.0,https://www.redfin.com/WA/Covington/17712-SE-265th-St-98042/home/190252874,https://ssl.cdn-redfin.com/photo/595/islphoto/D20/genIslnoResize.A5E55F621D20_0.jpg,Medium-High
2473.0,869950,351.77921552769914,98042,Covington,WA,15625 SE 257TH Pl,5.0,5.0,https://www.redfin.com/WA/Covington/15625-SE-257th-Pl-98042/home/193262712,https://ssl.cdn-redfin.com/photo/1/islphoto/388/genIslnoResize.2304388_0.jpg,Medium-High
2330.0,826891,354.88884120171673,98042,Covington,WA,17716 SE 265th St,4.0,4.0,https://www.redfin.com/WA/Covington/17716-SE-265-St-98042/home/193246714,https://ssl.cdn-redfin.com/photo/595/islphoto/3F7/genIslnoResize.7AB6C47F43F7_0.jpg,Medium-High
2330.0,819657,351.7841201716738,98042,Covington,WA,17718 SE East 265th St,4.0,4.0,https://www.redfin.com/WA/Covington/17718-SE-265th-St-98042/home/190252873,https://ssl.cdn-redfin.com/photo/595/islphoto/485/genIslnoResize.91E0C0C68485_0.jpg,Medium-High
1880.0,595000,316.48936170212767,98042,Covington,WA,16213 SE 259th Ct,3.0,3.0,https://www.redfin.com/WA/Covington/16213-SE-259th-Ct-98042/home/2087414,https://ssl.cdn-redfin.com/photo/1/islphoto/973/genIslnoResize.2297973_0.jpg,Medium-low
1710.0,575000,336.2573099415205,98042,Covington,WA,26403 189th Ave SE,3.0,3.0,https://www.redfin.com/WA/Covington/26403-189th-Ave-SE-98042/home/373379,https://ssl.cdn-redfin.com/photo/1/islphoto/921/genIslnoResize.2295921_1.jpg,Medium-low
2330.0,826891,354.88884120171673,98042,Covington,WA,17716 SE 265th St 14,4.0,4.0,https://www.redfin.com/WA/Covington/17716-SE-265-St-98042/unit-14/home/192852532,https://ssl.cdn-redfin.com/photo/1/islphoto/819/genIslnoResize.2296819_0.jpg,Medium-High
1570.0,728205,463.8248407643312,98042,Covington,WA,26506 176th Pl SE 28,3.0,3.0,https://www.redfin.com/WA/Covington/26506-176-Pl-SE-98042/unit-28/home/192815195,https://ssl.cdn-redfin.com/photo/1/islphoto/417/genIslnoResize.2296417_1.jpg,Medium-low
1260.0,575000,456.3492063492063,98042,Covington,WA,26722 178th Loop SE,3.0,3.0,https://www.redfin.com/WA/Kent/26722-178th-Loop-SE-98042/home/28940769,https://ssl.cdn-redfin.com/photo/1/islphoto/667/genIslnoResize.2293667_0.jpg,Medium-low
1140.0,574950,504.3421052631579,98038,Maple Valley,WA,27204 208th Ave SE,3.0,3.0,https://www.redfin.com/WA/Maple-Valley/27204-208th-Ave-SE-98038/home/369144,https://ssl.cdn-redfin.com/photo/1/islphoto/650/genIslnoResize.2275650_1.jpg,Medium-low
2070.0,803081,387.9618357487923,98042,Covington,WA,17712 SE 265th St 15,3.0,3.0,https://www.redfin.com/WA/Covington/17712-SE-265-St-98042/unit-15/home/192230496,https://ssl.cdn-redfin.com/photo/1/islphoto/107/genIslnoResize.2282107_5.jpg,Medium-High
1940.0,609997,314.4314432989691,98042,Covington,WA,26623 170th Ave SE,3.0,3.0,https://www.redfin.com/WA/Covington/26623-170th-Ave-SE-98042/home/395652,https://ssl.cdn-redfin.com/photo/1/islphoto/922/genIslnoResize.2281922_C.jpg,Medium-low
1504.0,160000,106.38297872340425,98042,Kent,WA,15410 SE 272nd St 17,3.0,3.0,https://www.redfin.com/WA/Kent/15410-SE-272nd-St-98042/unit-17/home/21727442,https://ssl.cdn-redfin.com/photo/1/islphoto/254/genIslnoResize.2277254_0.jpg,Low
3110.0,839500,269.935691318328,98042,Covington,WA,26019 157th Ave SE,6.0,6.0,https://www.redfin.com/WA/Covington/26019-157th-Ave-SE-98042/home/394004,https://ssl.cdn-redfin.com/photo/1/islphoto/696/genIslnoResize.2278696_1.jpg,Medium-High
1800.0,699000,388.3333333333333,98042,Covington,WA,16121 SE 260th St,3.0,3.0,https://www.redfin.com/WA/Covington/16121-SE-260th-St-98042/home/2061211,https://ssl.cdn-redfin.com/photo/1/islphoto/477/genIslnoResize.2279477_0.jpg,Medium-low
860.0,455000,529.0697674418604,98042,Covington,WA,19108 SE 266th St,3.0,3.0,https://www.redfin.com/WA/Covington/19108-SE-266th-St-98042/home/373821,https://ssl.cdn-redfin.com/system_files/media/956439_JPG/genDesktopMapHomeCardUrl/item_3.jpg,Low
1580.0,599000,379.11392405063293,98042,Covington,WA,27630 168th Ave SE,3.0,3.0,https://www.redfin.com/WA/Covington/27630-168th-Ave-SE-98042/home/372924,https://ssl.cdn-redfin.com/photo/1/islphoto/627/genIslnoResize.2266627_2.jpg,Medium-low
2330.0,819657,351.7841201716738,98042,Covington,WA,17718 SE 265th St 13,4.0,4.0,https://www.redfin.com/WA/Covington/17718-SE-265-St-98042/unit-13/home/191581372,https://ssl.cdn-redfin.com/photo/1/islphoto/965/genIslnoResize.2264965_0.jpg,Medium-High
2605.0,779950,299.404990403071,98042,Covington,WA,Plan 2605 Plan,4.0,4.0,https://www.redfin.com/WA/Covington/Covington/Plan-2605/home/190954061,https://ssl.cdn-redfin.com/photo/595/islphoto/803/genIslnoResize.D1E327176803_1.jpg,Medium-High
2755.0,829950,301.2522686025408,98042,Kent,WA,Plan 2755 Plan,4.0,4.0,https://www.redfin.com/WA/Kent/Kent/Plan-2755/home/189598163,https://ssl.cdn-redfin.com/photo/595/islphoto/1B7/genIslnoResize.732AD67B91B7_2.jpg,Medium-High
2330.0,749950,321.86695278969955,98042,Kent,WA,Plan 2330 Modeled Plan,4.0,4.0,https://www.redfin.com/WA/Kent/Kent/Plan-2330-Modeled/home/189598149,https://ssl.cdn-redfin.com/photo/595/islphoto/AA7/genIslnoResize.716437186AA7_3.jpg,Medium-low
1570.0,689950,439.45859872611464,98042,Kent,WA,Plan 1570 Plan,3.0,3.0,https://www.redfin.com/WA/Kent/Kent/Plan-1570/home/189598144,https://ssl.cdn-redfin.com/photo/595/islphoto/29F/genIslnoResize.882C3DCDE29F_2.jpg,Medium-low
2070.0,729950,352.6328502415459,98042,Kent,WA,Plan 2070 Plan,3.0,3.0,https://www.redfin.com/WA/Kent/Kent/Plan-2070/home/189598139,https://ssl.cdn-redfin.com/photo/595/islphoto/B4E/genIslnoResize.CAFC92672B4E_2.jpg,Medium-low
1870.0,709950,379.6524064171123,98042,Kent,WA,Plan 1870 Plan,3.0,3.0,https://www.redfin.com/WA/Kent/Kent/Plan-1870/home/189598134,https://ssl.cdn-redfin.com/photo/595/islphoto/507/genIslnoResize.B7785804A507_2.jpg,Medium-low
,375000,,98042,Covington,WA,161 SE 267th Pl,,,https://www.redfin.com/WA/Covington/161-SE-267th-Pl-98042/home/192526897,https://ssl.cdn-redfin.com/photo/1/islphoto/819/genIslnoResize.2289819_0.jpg,Low
,220000,,98038,Maple Valley,WA,27226 207th Ave SE,,,https://www.redfin.com/WA/Maple-Valley/27226-207th-Ave-SE-98038/home/2073022,https://ssl.cdn-redfin.com/photo/1/islphoto/447/genIslnoResize.2254447_0.jpg,Low
,275000,,98042,Covington,WA,0 SE 247th Pl,,,https://www.redfin.com/WA/Covington/Unknown-98042/home/22221773,https://ssl.cdn-redfin.com/photo/1/islphoto/229/genIslnoResize.2149229_0.jpg,Low
1040.0,499000,479.8076923076923,98198,Des Moines,WA,24820 11th Ave S,2.0,2.0,https://www.redfin.com/WA/Des-Moines/24820-11th-Ave-S-98198/home/201903,https://ssl.cdn-redfin.com/photo/1/islphoto/995/genIslnoResize.2311995_1.jpg,Low
1440.0,334950,232.60416666666666,98198,Des Moines,WA,29020 1st Ave S 42,2.0,2.0,https://www.redfin.com/WA/Des-Moines/29020-1st-Ave-S-98198/unit-42/home/28563417,https://ssl.cdn-redfin.com/photo/1/islphoto/348/genIslnoResize.2312348_0.jpg,Low
3365.0,839950,249.61367013372956,98198,Des Moines,WA,27420 12th Pl S,5.0,5.0,https://www.redfin.com/WA/Des-Moines/27420-12th-Pl-S-98198/home/171918635,https://ssl.cdn-redfin.com/photo/1/islphoto/181/genIslnoResize.2311181_0.jpg,Medium-High
2110.0,590000,279.62085308056874,98198,Des Moines,WA,1808 S 263rd Pl,4.0,4.0,https://www.redfin.com/WA/Des-Moines/1808-S-263rd-Pl-98198/home/202945,https://ssl.cdn-redfin.com/photo/1/islphoto/307/genIslnoResize.2310307_0.jpg,Medium-low
1696.0,700000,412.7358490566038,98198,Des Moines,WA,23840 7 Ave S Unit B101,1.0,1.0,https://www.redfin.com/WA/Des-Moines/23840-7th-Ave-S-98198/unit-B101/home/40265278,https://ssl.cdn-redfin.com/photo/1/islphoto/131/genIslnoResize.2312131_0.jpg,Medium-low
1370.0,525000,383.2116788321168,98198,Des Moines,WA,24428 13th Pl S,3.0,3.0,https://www.redfin.com/WA/Des-Moines/24428-13th-Pl-S-98198/home/201404,https://ssl.cdn-redfin.com/photo/1/islphoto/033/genIslnoResize.2311033_0.jpg,Medium-low
800.0,270000,337.5,98198,Des Moines,WA,22831 30th Ave S 102,2.0,2.0,https://www.redfin.com/WA/Des-Moines/22831-30th-Ave-S-98198/unit-102/home/12537035,https://ssl.cdn-redfin.com/photo/1/islphoto/573/genIslnoResize.2310573_0.jpg,Low
760.0,255000,335.5263157894737,98198,Des Moines,WA,23453 16th Ave S Unit A101,1.0,1.0,https://www.redfin.com/WA/Des-Moines/23453-16th-Ave-S-98198/unit-A101/home/22409925,https://ssl.cdn-redfin.com/photo/1/islphoto/431/genIslnoResize.2310431_0.jpg,Low
1960.0,639950,326.5051020408163,98198,Des Moines,WA,2136 S 263rd St,3.0,3.0,https://www.redfin.com/WA/Des-Moines/2136-S-263rd-St-98198/home/44657716,https://ssl.cdn-redfin.com/system_files/media/1013575_JPG/genDesktopMapHomeCardUrl/item_2.jpg,Medium-low
1479.0,848000,573.3603786342123,98198,Des Moines,WA,702 S 281st St 201,2.0,2.0,https://www.redfin.com/WA/Des-Moines/702-S-281st-St-98198/unit-201/home/14863,https://ssl.cdn-redfin.com/photo/1/islphoto/992/genIslnoResize.2309992_0.jpg,Medium-High
1300.0,500000,384.61538461538464,98148,Des Moines,WA,846 S 196th St,3.0,3.0,https://www.redfin.com/WA/Des-Moines/846-S-196th-St-98148/home/339175,https://ssl.cdn-redfin.com/photo/1/islphoto/775/genIslnoResize.2309775_0.jpg,Medium-low
1687.0,499000,295.7913455838767,98198,Des Moines,WA,28313 Redondo Way S 101,3.0,3.0,https://www.redfin.com/WA/Des-Moines/28313-Redondo-Way-S-98198/unit-101/home/55359,https://ssl.cdn-redfin.com/photo/1/islphoto/325/genIslnoResize.2309325_0.jpg,Low
1622.0,679000,418.6189889025894,98198,Des Moines,WA,2106 S 229th St,4.0,4.0,https://www.redfin.com/WA/Des-Moines/2106-S-229th-St-98198/home/200775,https://ssl.cdn-redfin.com/photo/1/islphoto/305/genIslnoResize.2300305_0.jpg,Medium-low
1056.0,425000,402.4621212121212,98198,Des Moines,WA,528 S 223rd St 111,2.0,2.0,https://www.redfin.com/WA/Des-Moines/528-S-223rd-St-98198/unit-111/home/62245,https://ssl.cdn-redfin.com/photo/1/islphoto/584/genIslnoResize.2308584_1.jpg,Low
1450.0,565000,389.6551724137931,98198,Des Moines,WA,21635 31st Ave S,4.0,4.0,https://www.redfin.com/WA/Des-Moines/21635-31st-Ave-S-98198/home/201106,https://ssl.cdn-redfin.com/photo/1/islphoto/394/genIslnoResize.2309394_0.jpg,Medium-low
2428.0,795000,327.4299835255354,98198,Des Moines,WA,304 S 216th St,4.0,4.0,https://www.redfin.com/WA/Des-Moines/304-S-216th-St-98198/home/336890,https://ssl.cdn-redfin.com/photo/1/islphoto/367/genIslnoResize.2308367_0.jpg,Medium-High
1840.0,619950,336.92934782608694,98198,Des Moines,WA,25712 19th Ave S,5.0,5.0,https://www.redfin.com/WA/Des-Moines/25712-19th-Ave-S-98198/home/203497,https://ssl.cdn-redfin.com/photo/1/islphoto/480/genIslnoResize.2298480_0.jpg,Medium-low
1264.0,410000,324.36708860759495,98198,Des Moines,WA,1200 S 237th Ln 1702,3.0,3.0,https://www.redfin.com/WA/Des-Moines/1200-S-237th-Ln-98198/unit-1702/home/190265947,https://ssl.cdn-redfin.com/photo/1/islphoto/437/genIslnoResize.2297437_0.jpg,Low
1560.0,599999,384.61474358974357,98198,Des Moines,WA,1732 S 234th St,3.0,3.0,https://www.redfin.com/WA/Des-Moines/1732-S-234th-St-98198/home/200516,https://ssl.cdn-redfin.com/photo/1/islphoto/275/genIslnoResize.2303275_0.jpg,Medium-low
1350.0,569950,422.18518518518516,98198,Des Moines,WA,2916 S 220th St,4.0,4.0,https://www.redfin.com/WA/Des-Moines/2916-S-220th-St-98198/home/199917,https://ssl.cdn-redfin.com/photo/1/islphoto/204/genIslnoResize.2308204_0.jpg,Medium-low
3852.0,1999000,518.9511941848391,98198,Des Moines,WA,902 S 277th St,4.0,4.0,https://www.redfin.com/WA/Des-Moines/902-S-277th-St-98198/home/345423,https://ssl.cdn-redfin.com/photo/1/islphoto/922/genIslnoResize.2307922_1.jpg,High
5580.0,1999000,358.2437275985663,98198,Des Moines,WA,909 S 278th Ct,5.0,5.0,https://www.redfin.com/WA/Des-Moines/909-S-278th-Pl-98198/home/345037,https://ssl.cdn-redfin.com/photo/1/islphoto/641/genIslnoResize.2306641_0.jpg,High
4234.0,1875000,442.84364666981577,98198,Des Moines,WA,28434 5th Pl S,4.0,4.0,https://www.redfin.com/WA/Des-Moines/28434-5th-Pl-S-98198/home/347845,https://ssl.cdn-redfin.com/photo/1/islphoto/359/genIslnoResize.2306359_0.jpg,High
1620.0,728500,449.69135802469134,98198,Des Moines,WA,22231 16th Ave S,3.0,3.0,https://www.redfin.com/WA/Des-Moines/22231-16th-Ave-S-98198/home/200832,https://ssl.cdn-redfin.com/photo/1/islphoto/762/genIslnoResize.2303762_0.jpg,Medium-low
1449.0,850000,586.6114561766735,98198,Des Moines,WA,620 S 227th St 302,2.0,2.0,https://www.redfin.com/WA/Des-Moines/620-S-227th-St-98198/unit-302/home/143850781,https://ssl.cdn-redfin.com/photo/1/islphoto/422/genIslnoResize.2306422_0.jpg,Medium-High
1142.0,509000,445.7092819614711,98198,Des Moines,WA,28701 6th Pl S 204,2.0,2.0,https://www.redfin.com/WA/Des-Moines/28701-6th-Pl-S-98198/unit-204/home/69594,https://ssl.cdn-redfin.com/photo/1/islphoto/725/genIslnoResize.2305725_0.jpg,Medium-low
1192.0,405000,339.76510067114094,98198,Des Moines,WA,23707 13th Pl S 1202,2.0,2.0,https://www.redfin.com/WA/Des-Moines/23707-13th-Pl-S-98198/unit-1202/home/8190336,https://ssl.cdn-redfin.com/photo/1/islphoto/633/genIslnoResize.2304633_0.jpg,Low
760.0,315000,414.4736842105263,98198,Des Moines,WA,22977 Marine View Dr S Unit C104,2.0,2.0,https://www.redfin.com/WA/Des-Moines/22977-Marine-View-Dr-S-98198/unit-C104/home/21015,https://ssl.cdn-redfin.com/photo/1/islphoto/666/genIslnoResize.2305666_0.jpg,Low
1092.0,375000,343.4065934065934,98198,Des Moines,WA,1215 S 237th Ln 1308,2.0,2.0,https://www.redfin.com/WA/Seattle/1215-S-237th-Ln-98198/unit-1308/home/190313506,https://ssl.cdn-redfin.com/photo/1/islphoto/417/genIslnoResize.2303417_0.jpg,Low
1024.0,315000,307.6171875,98189,Des Moines,WA,22810 30th Ave S Unit A104,3.0,3.0,https://www.redfin.com/WA/Des-Moines/22810-30th-Ave-S-98198/unit-A104/home/59265,https://ssl.cdn-redfin.com/photo/1/islphoto/895/genIslnoResize.2304895_0.jpg,Low
1400.0,615000,439.2857142857143,98148,Des Moines,WA,611 S 194th St,3.0,3.0,https://www.redfin.com/WA/Des-Moines/611-S-194th-St-98148/home/338908,https://ssl.cdn-redfin.com/photo/1/islphoto/963/genIslnoResize.2302963_0.jpg,Medium-low
1630.0,589000,361.3496932515337,98198,Des Moines,WA,1010 S 244th Pl,2.0,2.0,https://www.redfin.com/WA/Des-Moines/1010-S-244th-Pl-98198/home/201934,https://ssl.cdn-redfin.com/photo/1/islphoto/948/genIslnoResize.2303948_1.jpg,Medium-low
760.0,399000,525.0,98148,Des Moines,WA,857 S 195th St,2.0,2.0,https://www.redfin.com/WA/Des-Moines/857-S-195th-St-98148/home/338561,https://ssl.cdn-redfin.com/photo/1/islphoto/748/genIslnoResize.2298748_0.jpg,Low
1595.0,594900,372.9780564263323,98198,Des Moines,WA,22005 6th Ave S 210,2.0,2.0,https://www.redfin.com/WA/Des-Moines/22005-6th-Ave-S-98198/unit-210/home/12730,https://ssl.cdn-redfin.com/photo/1/islphoto/567/genIslnoResize.2301567_0.jpg,Medium-low
3590.0,849950,236.75487465181058,98198,Des Moines,WA,1662 S 225Th St,4.0,4.0,https://www.redfin.com/WA/Des-Moines/1662-S-225th-St-98198/home/200016,https://ssl.cdn-redfin.com/photo/1/islphoto/073/genIslnoResize.2300073_0.jpg,Medium-High
1760.0,649950,369.28977272727275,98198,Des Moines,WA,23336 19th Ave S,3.0,3.0,https://www.redfin.com/WA/Des-Moines/23336-19th-Ave-S-98198/home/200940,https://ssl.cdn-redfin.com/photo/1/islphoto/376/genIslnoResize.2301376_0.jpg,Medium-low
1232.0,275000,223.21428571428572,98198,Des Moines,WA,2111 S Kent Des Moines Rd 39,3.0,3.0,https://www.redfin.com/WA/Des-Moines/2111-S-Kent-Des-Moines-Rd-98198/unit-39/home/67902,https://ssl.cdn-redfin.com/photo/1/islphoto/370/genIslnoResize.2300370_0.jpg,Low
6030.0,1999000,331.50912106135985,98198,Des Moines,WA,22506 7th Ave S,12.0,12.0,https://www.redfin.com/WA/Des-Moines/22506-7th-Ave-S-98198/home/2060622,https://ssl.cdn-redfin.com/photo/1/islphoto/840/genIslnoResize.2299840_0.jpg,High
832.0,353000,424.27884615384613,98198,Des Moines,WA,22211 6th Ave S 202,2.0,2.0,https://www.redfin.com/WA/Des-Moines/22211-6th-Ave-S-98198/unit-202/home/192953944,https://ssl.cdn-redfin.com/photo/1/islphoto/878/genIslnoResize.2298878_0.jpg,Low
1769.0,699000,395.13849632560766,98198,Des Moines,WA,24718 Marine View Dr S,4.0,4.0,https://www.redfin.com/WA/Des-Moines/24718-Marine-View-Dr-S-98198/home/202052,https://ssl.cdn-redfin.com/photo/1/islphoto/200/genIslnoResize.2298200_2.jpg,Medium-low
2080.0,695950,334.59134615384613,98198,Des Moines,WA,22620 13th Ave S,4.0,4.0,https://www.redfin.com/WA/Des-Moines/22620-13th-Ave-S-98198/home/200316,https://ssl.cdn-redfin.com/photo/1/islphoto/964/genIslnoResize.2285964_0.jpg,Medium-low
2270.0,1450000,638.7665198237886,98198,Des Moines,WA,1720 S 227th St,5.0,5.0,https://www.redfin.com/WA/Des-Moines/1720-S-227th-Pl-98198/home/200640,https://ssl.cdn-redfin.com/photo/1/islphoto/162/genIslnoResize.2296162_0.jpg,High
1220.0,899995,737.7008196721312,98198,Des Moines,WA,903 S 281st St,2.0,2.0,https://www.redfin.com/WA/Des-Moines/903-S-281st-St-98198/home/346571,https://ssl.cdn-redfin.com/photo/1/islphoto/815/genIslnoResize.2294815_2.jpg,Medium-High
1590.0,599900,377.29559748427675,98198,Des Moines,WA,20835 13th Ave S,3.0,3.0,https://www.redfin.com/WA/Des-Moines/20835-13th-Ave-S-98198/home/336838,https://ssl.cdn-redfin.com/photo/1/islphoto/473/genIslnoResize.2294473_0.jpg,Medium-low
1520.0,624950,411.1513157894737,98198,Des Moines,WA,22208 8th Ave S,3.0,3.0,https://www.redfin.com/WA/Des-Moines/22208-8th-Ave-S-98198/home/201069,https://ssl.cdn-redfin.com/photo/1/islphoto/972/genIslnoResize.2290972_0.jpg,Medium-low
1406.0,519950,369.80796586059745,98198,Des Moines,WA,28313 Redondo Way S 308,2.0,2.0,https://www.redfin.com/WA/Des-Moines/28313-Redondo-Way-S-98198/unit-308/home/192668567,https://ssl.cdn-redfin.com/photo/1/islphoto/096/genIslnoResize.2293096_4.jpg,Medium-low
5654.0,1800000,318.358684117439,98198,Des Moines,WA,1217 S 273rd Pl,6.0,6.0,https://www.redfin.com/WA/Des-Moines/1217-S-273rd-Pl-98198/home/22228996,https://ssl.cdn-redfin.com/photo/1/islphoto/256/genIslnoResize.2291256_0.jpg,High
886.0,280000,316.0270880361174,98198,Des Moines,WA,22810 30th Ave S Unit B103,2.0,2.0,https://www.redfin.com/WA/Des-Moines/22810-30th-Ave-S-98198/unit-B103/home/48429,https://ssl.cdn-redfin.com/photo/1/islphoto/423/genIslnoResize.2292423_0.jpg,Low
6030.0,1995000,330.8457711442786,98198,Des Moines,WA,22805 30th Ave S,14.0,14.0,https://www.redfin.com/WA/Des-Moines/22805-30th-Ave-S-98198/home/2066426,https://ssl.cdn-redfin.com/photo/1/islphoto/656/genIslnoResize.2289656_0.jpg,High
2236.0,599950,268.3139534883721,98198,Seatac,WA,20637 12th Pl S,4.0,4.0,https://www.redfin.com/WA/Seatac/20637-12th-Pl-S-98198/home/337823,https://ssl.cdn-redfin.com/photo/1/islphoto/889/genIslnoResize.2285889_0.jpg,Medium-low
6030.0,1999000,331.50912106135985,98198,Des Moines,WA,27833 10th Ave S,5.0,5.0,https://www.redfin.com/WA/Des-Moines/27833-10th-Ave-S-98198/home/345465,https://ssl.cdn-redfin.com/photo/1/islphoto/736/genIslnoResize.2286736_0.jpg,High
780.0,415000,532.0512820512821,98198,Normandy Park,WA,611 S 216th St,3.0,3.0,https://www.redfin.com/WA/Normandy-Park/611-S-216th-St-98198/home/187460555,https://ssl.cdn-redfin.com/photo/1/islphoto/825/genIslnoResize.2278825_0.jpg,Low
2040.0,679950,333.30882352941177,98198,Des Moines,WA,1827 S 246th Pl,3.0,3.0,https://www.redfin.com/WA/Des-Moines/1827-S-246th-Pl-98198/home/202490,https://ssl.cdn-redfin.com/photo/1/islphoto/545/genIslnoResize.2282545_0.jpg,Medium-low
860.0,538000,625.5813953488372,98198,Des Moines,WA,20904 5th Ave S,2.0,2.0,https://www.redfin.com/WA/Des-Moines/20904-5th-Ave-S-98198/home/337374,https://ssl.cdn-redfin.com/photo/1/islphoto/259/genIslnoResize.2279259_1.jpg,Medium-low
2774.0,1250000,450.61283345349676,98198,Des Moines,WA,409 S 284th St,3.0,3.0,https://www.redfin.com/WA/Des-Moines/409-S-284th-St-98198/home/345624,https://ssl.cdn-redfin.com/photo/1/islphoto/440/genIslnoResize.2271440_0.jpg,Medium-High
2030.0,824999,406.40344827586205,98198,Des Moines,WA,307 S 216th St,3.0,3.0,https://www.redfin.com/WA/Des-Moines/307-S-216th-St-98198/home/337311,https://ssl.cdn-redfin.com/photo/1/islphoto/159/genIslnoResize.2278159_0.jpg,Medium-High
1380.0,525000,380.4347826086956,98198,Des Moines,WA,601 S 227th St Unit 309N,2.0,2.0,https://www.redfin.com/WA/Des-Moines/601-S-227th-St-98198/unit-309N/home/64569,https://ssl.cdn-redfin.com/photo/1/islphoto/067/genIslnoResize.2277067_0.jpg,Medium-low
2260.0,567100,250.92920353982302,98198,Des Moines,WA,26480 Woodmont Dr S,3.0,3.0,https://www.redfin.com/WA/Des-Moines/26480-Woodmont-Dr-S-98198/home/345910,https://ssl.cdn-redfin.com/photo/1/islphoto/089/genIslnoResize.2276089_0.jpg,Medium-low
