Square Feet,Price,Price/Sqft,Zip,City,State,Street Address,Bedrooms,Bathrooms,URL,Image,Price Category
2550.0,698880,274.0705882352941,98092,Auburn,WA,31505 114th Ave SE,4.0,4.0,https://www.redfin.com/WA/Auburn/31505-114th-Ave-SE-98092/home/406136,https://ssl.cdn-redfin.com/photo/1/islphoto/469/genIslnoResize.2311469_0.jpg,Medium-low
1660.0,665000,400.6024096385542,98001,Auburn,WA,3214 S 272nd Pl,3.0,3.0,https://www.redfin.com/WA/Auburn/3214-S-272nd-Pl-98001/home/208635,https://ssl.cdn-redfin.com/photo/1/islphoto/471/genIslnoResize.2306471_0.jpg,Medium-low
1660.0,538000,324.09638554216866,98001,Auburn,WA,29304 34th Ave S,3.0,3.0,https://www.redfin.com/WA/Auburn/29304-34th-Ave-S-98001/home/212327,https://ssl.cdn-redfin.com/photo/1/islphoto/370/genIslnoResize.2311370_0.jpg,Medium-low
2219.0,774990,349.25191527715185,98001,Auburn,WA,4532 S 328th Ct,3.0,3.0,https://www.redfin.com/WA/Auburn/4532-S-328th-Ct-98001/home/188727146,https://ssl.cdn-redfin.com/photo/595/islphoto/89E/genIslnoResize.606975C5489E_0.jpg,Medium-low
2760.0,749000,271.3768115942029,98092,Auburn,WA,2407 Redwood Ct,4.0,4.0,https://www.redfin.com/WA/Auburn/2407-Redwood-Ct-98092/home/40080057,https://ssl.cdn-redfin.com/photo/1/islphoto/089/genIslnoResize.2311089_0.jpg,Medium-low
2725.0,818888,300.5093577981651,98002,Auburn,WA,1601 4th St SE,8.0,8.0,https://www.redfin.com/WA/Auburn/1601-4th-St-SE-98002/home/2068832,https://ssl.cdn-redfin.com/photo/1/islphoto/322/genIslnoResize.2311322_0.jpg,Medium-High
1450.0,525000,362.0689655172414,98002,Auburn,WA,1701 35th St SE,3.0,3.0,https://www.redfin.com/WA/Auburn/1701-35th-St-SE-98002/home/214294,https://ssl.cdn-redfin.com/photo/1/islphoto/100/genIslnoResize.2310100_0.jpg,Medium-low
1620.0,224500,138.58024691358025,98092,Auburn,WA,31600 126th Ave SE Unit E27,3.0,3.0,https://www.redfin.com/WA/Auburn/31600-126th-Ave-SE-98092/unit-E27/home/143342300,https://ssl.cdn-redfin.com/photo/1/islphoto/873/genIslnoResize.2309873_0.jpg,Low
2741.0,849990,310.10215249908794,98001,Auburn,WA,4560 S 328th Ct,5.0,5.0,https://www.redfin.com/WA/Auburn/4560-S-328th-Ct-98001/home/188727121,https://ssl.cdn-redfin.com/photo/595/islphoto/2A0/genIslnoResize.34E76BD942A0_0.jpg,Medium-High
1840.0,549950,298.8858695652174,98092,Auburn,WA,33345 177th Pl SE,4.0,4.0,https://www.redfin.com/WA/Auburn/33345-177th-Pl-SE-98092/home/381056,https://ssl.cdn-redfin.com/photo/1/islphoto/082/genIslnoResize.2310082_1.jpg,Medium-low
1799.0,620000,344.6359088382435,98092,Auburn,WA,6113 Victoria Ct SE,4.0,4.0,https://www.redfin.com/WA/Auburn/6113-Victoria-Ct-SE-98092/home/2997242,https://ssl.cdn-redfin.com/photo/1/islphoto/193/genIslnoResize.2309193_0.jpg,Medium-low
2812.0,699888,248.89331436699857,98002,Auburn,WA,1203 22ND St NE,6.0,6.0,https://www.redfin.com/WA/Auburn/1203-22nd-St-NE-98002/home/218015,https://ssl.cdn-redfin.com/photo/1/islphoto/446/genIslnoResize.2310446_0.jpg,Medium-low
2219.0,774990,349.25191527715185,98001,Auburn,WA,4532 S 328 th Ct 26,3.0,3.0,https://www.redfin.com/WA/Auburn/4532-S-328th-Ct-98001/unit-26/home/193518154,https://ssl.cdn-redfin.com/photo/1/islphoto/602/genIslnoResize.2310602_0.jpg,Medium-low
2905.0,895000,308.0895008605852,98092,Auburn,WA,11622 SE 284th St,4.0,4.0,https://www.redfin.com/WA/Auburn/11622-SE-284th-St-98092/home/405629,https://ssl.cdn-redfin.com/photo/1/islphoto/380/genIslnoResize.2310380_0.jpg,Medium-High
1670.0,575000,344.311377245509,98001,Auburn,WA,4338 S 347th St,3.0,3.0,https://www.redfin.com/WA/Auburn/4338-S-347th-St-98001/home/363841,https://ssl.cdn-redfin.com/photo/1/islphoto/518/genIslnoResize.2309518_0.jpg,Medium-low
910.0,649000,713.1868131868132,98092,Auburn,WA,34010 146th Ave SE,2.0,2.0,https://www.redfin.com/WA/Auburn/34010-146th-Ave-SE-98092/home/2085196,https://ssl.cdn-redfin.com/photo/1/islphoto/183/genIslnoResize.2308183_0.jpg,Medium-low
1010.0,495000,490.0990099009901,98092,Auburn,WA,16122 SE 318th Pl,3.0,3.0,https://www.redfin.com/WA/Auburn/16122-SE-318th-Pl-98092/home/380167,https://ssl.cdn-redfin.com/photo/1/islphoto/466/genIslnoResize.2300466_0.jpg,Low
1440.0,124950,86.77083333333333,98002,Auburn,WA,1402 22nd St NE 235,2.0,2.0,https://www.redfin.com/WA/Auburn/1402-22nd-St-NE-98002/unit-235/home/21997136,https://ssl.cdn-redfin.com/photo/1/islphoto/322/genIslnoResize.2308322_0.jpg,Low
1170.0,175000,149.57264957264957,98002,Auburn,WA,607 37th St SE 78,3.0,3.0,https://www.redfin.com/WA/Auburn/607-37th-St-SE-98002/unit-78/home/193461998,https://ssl.cdn-redfin.com/photo/1/islphoto/401/genIslnoResize.2308401_0.jpg,Low
1344.0,99999,74.40401785714286,98002,Auburn,WA,3611 I St NE 116,3.0,3.0,https://www.redfin.com/WA/Auburn/3611-I-St-NE-98002/unit-116/home/103962772,https://ssl.cdn-redfin.com/photo/1/islphoto/216/genIslnoResize.2309216_0.jpg,Low
1032.0,130000,125.96899224806202,98002,Auburn,WA,2302 R Street Ct 69,2.0,2.0,https://www.redfin.com/WA/Auburn/2302-R-St-SE-98002/unit-69/home/105464021,https://ssl.cdn-redfin.com/photo/1/islphoto/164/genIslnoResize.2309164_0.jpg,Low
1066.0,360000,337.7110694183865,99809,Auburn,WA,4720 Mill Pond Dr SE 508,2.0,2.0,https://www.redfin.com/WA/Auburn/4720-Mill-Pond-Dr-SE-98092/unit-508/home/145238797,https://ssl.cdn-redfin.com/photo/1/islphoto/316/genIslnoResize.2309316_1.jpg,Low
1900.0,750000,394.7368421052632,98032,Auburn,WA,33603 132nd Pl SE,4.0,4.0,https://www.redfin.com/WA/Auburn/33603-132nd-Pl-SE-98092/home/380198,https://ssl.cdn-redfin.com/photo/1/islphoto/740/genIslnoResize.2308740_0.jpg,Medium-low
910.0,305000,335.16483516483515,98002,Auburn,WA,1101 37th St SE 103,2.0,2.0,https://www.redfin.com/WA/Auburn/1101-37th-St-SE-98002/unit-103/home/18305,https://ssl.cdn-redfin.com/photo/1/islphoto/977/genIslnoResize.2308977_0.jpg,Low
1650.0,600000,363.6363636363636,98092,Auburn,WA,11517 SE 322nd Pl,3.0,3.0,https://www.redfin.com/WA/Auburn/11517-SE-322nd-Pl-98092/home/406253,https://ssl.cdn-redfin.com/photo/1/islphoto/027/genIslnoResize.2303027_0.jpg,Medium-low
952.0,410000,430.672268907563,98002,Auburn,WA,2809 O St SE 1,2.0,2.0,https://www.redfin.com/WA/Auburn/2809-O-St-SE-98002/unit-1/home/12538862,https://ssl.cdn-redfin.com/photo/1/islphoto/025/genIslnoResize.2309025_0.jpg,Low
2340.0,649950,277.7564102564103,98092,Auburn,WA,12951 SE 301st St,5.0,5.0,https://www.redfin.com/WA/Auburn/12951-SE-301st-St-98092/home/405884,https://ssl.cdn-redfin.com/photo/1/islphoto/338/genIslnoResize.2303338_0.jpg,Medium-low
2070.0,714900,345.3623188405797,98092,Auburn,WA,30622 115th Ct SE,4.0,4.0,https://www.redfin.com/WA/Auburn/30622-115th-Ct-SE-98092/home/406787,https://ssl.cdn-redfin.com/photo/1/islphoto/796/genIslnoResize.2308796_1.jpg,Medium-low
1376.0,425000,308.8662790697674,98002,Auburn,WA,1302 3rd St SE 1,3.0,3.0,https://www.redfin.com/WA/Auburn/1302-3rd-St-SE-98002/unit-1/home/191505436,https://ssl.cdn-redfin.com/photo/1/islphoto/805/genIslnoResize.2308805_0.jpg,Low
1248.0,99999,80.12740384615384,98002,Auburn,WA,2302 R St SE 128,2.0,2.0,https://www.redfin.com/WA/Auburn/2302-R-St-SE-98002/unit-128/home/178420558,https://ssl.cdn-redfin.com/photo/1/islphoto/774/genIslnoResize.2308774_0.jpg,Low
1400.0,599999,428.5707142857143,98002,Auburn,WA,1003 8th St NE,3.0,3.0,https://www.redfin.com/WA/Auburn/1003-8th-St-NE-98002/home/217812,https://ssl.cdn-redfin.com/photo/1/islphoto/409/genIslnoResize.2305409_1.jpg,Medium-low
1259.0,299000,237.4900714853058,98092,Auburn,WA,3435 Auburn Way S 41,3.0,3.0,https://www.redfin.com/WA/Auburn/3435-Auburn-Way-S-98092/unit-41/home/41359,https://ssl.cdn-redfin.com/photo/1/islphoto/420/genIslnoResize.2308420_0.jpg,Low
1560.0,510000,326.9230769230769,98092,Auburn,WA,12315 SE 310th Ln 75,3.0,3.0,https://www.redfin.com/WA/Auburn/12315-SE-310th-Ln-98092/unit-75/home/65964,https://ssl.cdn-redfin.com/photo/1/islphoto/939/genIslnoResize.2307939_0.jpg,Medium-low
1550.0,589000,380.0,98092,Auburn,WA,12626 SE 317th St,5.0,5.0,https://www.redfin.com/WA/Auburn/12626-SE-317th-St-98092/home/406172,https://ssl.cdn-redfin.com/photo/1/islphoto/603/genIslnoResize.2306603_0.jpg,Medium-low
1344.0,164950,122.73065476190476,98002,Auburn,WA,3225 M St SE 121,3.0,3.0,https://www.redfin.com/WA/Auburn/3225-M-St-SE-98002/unit-121/home/193407092,https://ssl.cdn-redfin.com/photo/1/islphoto/794/genIslnoResize.2307794_0.jpg,Low
1620.0,289000,178.39506172839506,98002,Auburn,WA,3611 I St NE 148,3.0,3.0,https://www.redfin.com/WA/Auburn/3611-I-St-NE-98002/unit-148/home/193364173,https://ssl.cdn-redfin.com/photo/1/islphoto/680/genIslnoResize.2306680_0.jpg,Low
1160.0,379000,326.7241379310345,98002,Auburn,WA,1519 22nd St NE,2.0,2.0,https://www.redfin.com/WA/Auburn/1519-22nd-St-NE-98002/home/71671,https://ssl.cdn-redfin.com/photo/1/islphoto/654/genIslnoResize.2307654_0.jpg,Low
2321.0,675000,290.8229211546747,98092,Auburn,WA,6496 Francis Loop SE,4.0,4.0,https://www.redfin.com/WA/Auburn/6496-Francis-Loop-SE-98092/home/3032651,https://ssl.cdn-redfin.com/photo/1/islphoto/010/genIslnoResize.2307010_0.jpg,Medium-low
1597.0,575000,360.05009392611146,98002,Auburn,WA,206 13th St SE,3.0,3.0,https://www.redfin.com/WA/Auburn/206-13th-St-SE-98002/home/2092229,https://ssl.cdn-redfin.com/system_files/media/1008808_JPG/genDesktopMapHomeCardUrl/item_3.jpg,Medium-low
924.0,99999,108.22402597402598,98002,Auburn,WA,210 37th St SE 94,2.0,2.0,https://www.redfin.com/WA/Auburn/210-37th-St-SE-98002/unit-94/home/176041352,https://ssl.cdn-redfin.com/photo/1/islphoto/396/genIslnoResize.2307396_0.jpg,Low
2565.0,899950,350.85769980506825,98092,Auburn,WA,12457 S East 305th Pl,5.0,5.0,https://www.redfin.com/WA/Auburn/12457-SE-305th-Pl-98092/home/193379852,https://ssl.cdn-redfin.com/photo/595/islphoto/4AD/genIslnoResize.FDA0465AC4AD_0.jpg,Medium-High
1979.0,765000,386.5588681152097,98092,Auburn,WA,30605 134th Ave SE,3.0,3.0,https://www.redfin.com/WA/Auburn/30605-134th-Ave-SE-98092/home/40089445,https://ssl.cdn-redfin.com/photo/1/islphoto/391/genIslnoResize.2307391_0.jpg,Medium-low
2737.0,829000,302.8863719400804,98092,Auburn,WA,5530 Douglas Ave SE,4.0,4.0,https://www.redfin.com/WA/Auburn/5530-Douglas-Ave-SE-98092/home/35625062,https://ssl.cdn-redfin.com/photo/1/islphoto/348/genIslnoResize.2307348_0.jpg,Medium-High
1344.0,99999,74.40401785714286,98002,Auburn,WA,3611 I St NE 24,2.0,2.0,https://www.redfin.com/WA/Auburn/3611-I-St-NE-98002/unit-24/home/175703963,https://ssl.cdn-redfin.com/photo/1/islphoto/234/genIslnoResize.2306234_0.jpg,Low
910.0,420000,461.53846153846155,98002,Auburn,WA,2613 Pike St SE,3.0,3.0,https://www.redfin.com/WA/Auburn/2613-Pike-St-SE-98002/home/213090,https://ssl.cdn-redfin.com/photo/1/islphoto/110/genIslnoResize.2306110_0.jpg,Low
910.0,485000,532.967032967033,98002,Auburn,WA,706 4th St SE,2.0,2.0,https://www.redfin.com/WA/Auburn/706-4th-St-SE-98002/home/219213,https://ssl.cdn-redfin.com/photo/1/islphoto/432/genIslnoResize.2293432_0.jpg,Low
1456.0,169999,116.75755494505495,98002,Auburn,WA,1402 22nd St NE 423,2.0,2.0,https://www.redfin.com/WA/Auburn/423-22nd-St-NE-98002/unit-423/home/176041263,https://ssl.cdn-redfin.com/photo/1/islphoto/988/genIslnoResize.2302988_0.jpg,Low
3581.0,949900,265.26110025132647,98092,Auburn,WA,6133 Montevista Dr SE,6.0,6.0,https://www.redfin.com/WA/Auburn/6133-Montevista-Dr-SE-98092/home/3037597,https://ssl.cdn-redfin.com/photo/1/islphoto/099/genIslnoResize.2306099_0.jpg,Medium-High
2434.0,685000,281.42974527526707,98001,Auburn,WA,35031 41st Pl S,4.0,4.0,https://www.redfin.com/WA/Auburn/35031-41st-Pl-S-98001/home/12317861,https://ssl.cdn-redfin.com/photo/1/islphoto/594/genIslnoResize.2305594_0.jpg,Medium-low
1930.0,699000,362.1761658031088,98092,Auburn,WA,21223 SE 351st St,4.0,4.0,https://www.redfin.com/WA/Auburn/21223-SE-351st-St-98092/home/379632,https://ssl.cdn-redfin.com/photo/1/islphoto/873/genIslnoResize.2303873_0.jpg,Medium-low
3290.0,799000,242.85714285714286,98001,Auburn,WA,35011 52nd Ave S,4.0,4.0,https://www.redfin.com/WA/Auburn/35011-52nd-Ave-S-98001/home/364232,https://ssl.cdn-redfin.com/photo/1/islphoto/292/genIslnoResize.2305292_0.jpg,Medium-High
