sqft,price,price/sqft,zip,city,state,street_address,bedrooms,bathrooms,url,img
1065.0,329950,309.81220657277,98030,Kent,WA,25406 106th Ave SE Unit E3,2,2,https://www.redfin.com/WA/Kent/25406-106th-Ave-SE-98030/unit-E3/home/32969,https://ssl.cdn-redfin.com/photo/1/islphoto/917/genIslnoResize.2263917_0.jpg
2620.0,724950,276.69847328244276,98031,Kent,WA,23629 97th Ave S,5,5,https://www.redfin.com/WA/Kent/23629-97th-Ave-S-98031/home/2115842,https://ssl.cdn-redfin.com/photo/1/islphoto/002/genIslnoResize.2252002_1.jpg
896.0,345950,386.1049107142857,98031,Kent,WA,11130 SE 208th St Unit J104,2,2,https://www.redfin.com/WA/Kent/11130-SE-208th-St-98031/unit-J104/home/35814,https://ssl.cdn-redfin.com/photo/1/islphoto/326/genIslnoResize.2248326_0.jpg
3199.0,899750,281.2597686777118,98042,Kent,WA,27731 155th Ln SE,4,4,https://www.redfin.com/WA/Kent/27731-155th-Ln-SE-98042/home/109661686,https://ssl.cdn-redfin.com/photo/1/islphoto/907/genIslnoResize.2256907_0.jpg
800.0,315000,393.75,98032,Kent,WA,23522 54th Ave S Unit 33,1,1,https://www.redfin.com/WA/Kent/23522-54th-Ave-S-98032/unit-3-3/home/2072667,https://ssl.cdn-redfin.com/photo/1/islphoto/199/genIslnoResize.2241199_0.jpg
3710.0,889900,239.86522911051213,98030,Kent,WA,740 Wynwood Dr,4,4,https://www.redfin.com/WA/Kent/740-Wynwood-Dr-98030/home/397988,https://ssl.cdn-redfin.com/photo/1/islphoto/773/genIslnoResize.2243773_D.jpg
2556.0,1053505,412.1694053208138,98030,Kent,WA,24210 SE 118th Pl SE,4,4,https://www.redfin.com/WA/Kent/24210-118th-Pl-SE-98030/home/191215944,https://ssl.cdn-redfin.com/photo/595/islphoto/5D1/genIslnoResize.6BE7F865F5D1_1.jpg
2358.0,874900,371.0347752332485,98031,Kent,WA,Plan A235 Plan,3,3,https://www.redfin.com/WA/Kent/Kent/Plan-A-235/home/189117663,https://ssl.cdn-redfin.com/photo/595/islphoto/9C0/genIslnoResize.52718B2E39C0_0.jpg
2038.0,649950,318.91560353287537,98092,Auburn,WA,12114 SE 292nd St,4,4,https://www.redfin.com/WA/Auburn/12114-SE-292nd-St-98092/home/22494919,https://ssl.cdn-redfin.com/photo/1/islphoto/986/genIslnoResize.2251986_0.jpg
1246.0,529900,425.2808988764045,98030,Kent,WA,26136 108th Ave SE,4,4,https://www.redfin.com/WA/Kent/26136-108th-Ave-SE-98030/home/405731,https://ssl.cdn-redfin.com/photo/1/islphoto/009/genIslnoResize.2251009_0.jpg
1980.0,639000,322.72727272727275,98032,Kent,WA,26250 39 Pl S,5,5,https://www.redfin.com/WA/Kent/26250-39th-Pl-S-98032/home/208121,https://ssl.cdn-redfin.com/photo/1/islphoto/534/genIslnoResize.2249534_1.jpg
1103.0,389000,352.6745240253853,98030,Kent,WA,26221 116th Ave SE Unit F301,3,3,https://www.redfin.com/WA/Kent/26221-116th-Ave-SE-98030/unit-F301/home/191059513,https://ssl.cdn-redfin.com/photo/1/islphoto/391/genIslnoResize.2248391_0.jpg
2220.0,615000,277.02702702702703,98030,Kent,WA,417 Prospect Ave N,3,3,https://www.redfin.com/WA/Kent/417-Prospect-Ave-N-98030/home/396013,https://ssl.cdn-redfin.com/photo/1/islphoto/768/genIslnoResize.2236768_0.jpg
1370.0,550000,401.45985401459853,98030,Kent,WA,25418 115th Ave SE,3,3,https://www.redfin.com/WA/Kent/25418-115th-Ave-SE-98030/home/399054,https://ssl.cdn-redfin.com/photo/1/islphoto/993/genIslnoResize.2244993_2.jpg
2853.0,869950,304.92464072905716,98032,Kent,WA,26905 30th Pl S 9,4,4,https://www.redfin.com/WA/Kent/26905-30th-PL-S-98032/unit-9/home/191011249,https://ssl.cdn-redfin.com/photo/1/islphoto/199/genIslnoResize.2242199_2.jpg
2033.0,762700,375.1598622725037,98032,Kent,WA,27019 30th Pl S 17,4,4,https://www.redfin.com/WA/Kent/27019-30th-PL-S-98032/unit-17/home/191008656,https://ssl.cdn-redfin.com/photo/1/islphoto/536/genIslnoResize.2241536_0.jpg
2603.0,859950,330.3688052247407,98032,Kent,WA,26911 30th Pl S 10,4,4,https://www.redfin.com/WA/Kent/26911-30th-PL-S-98032/unit-10/home/191008206,https://ssl.cdn-redfin.com/photo/1/islphoto/452/genIslnoResize.2242452_0.jpg
2191.0,773125,352.8639890460977,98032,Kent,WA,26906 30th Pl S 41,4,4,https://www.redfin.com/WA/Kent/26906-30th-PL-S-98032/unit-41/home/191009462,https://ssl.cdn-redfin.com/photo/1/islphoto/204/genIslnoResize.2241204_2.jpg
2492.0,823125,330.3069823434992,98032,Kent,WA,26832 30th Pl S 43,4,4,https://www.redfin.com/WA/Kent/26832-30th-PL-S-98032/unit-43/home/191008185,https://ssl.cdn-redfin.com/photo/1/islphoto/453/genIslnoResize.2241453_1.jpg
2191.0,770125,351.49475125513464,98032,Kent,WA,26915 30th Pl S 12,3,3,https://www.redfin.com/WA/Kent/26915-30th-PL-S-98032/unit-12/home/191009508,https://ssl.cdn-redfin.com/photo/1/islphoto/214/genIslnoResize.2242214_3.jpg
2451.0,843950,344.32884536923706,98032,Kent,WA,27117 30th Pl S 24,5,5,https://www.redfin.com/WA/Kent/27117-30th-PL-S-98032/unit-24/home/191009479,https://ssl.cdn-redfin.com/photo/1/islphoto/547/genIslnoResize.2241547_2.jpg
2687.0,842125,313.4071455154447,98032,Kent,WA,26902 30th Pl S 42,4,4,https://www.redfin.com/WA/Kent/26902-30th-PL-S-98032/unit-42/home/191008633,https://ssl.cdn-redfin.com/photo/1/islphoto/443/genIslnoResize.2241443_2.jpg
2493.0,833125,334.1857200160449,98032,Kent,WA,27006 30th Pl S 35,4,4,https://www.redfin.com/WA/Kent/27006-30th-PL-S-98032/unit-35/home/191008172,https://ssl.cdn-redfin.com/photo/1/islphoto/601/genIslnoResize.2241601_1.jpg
1566.0,255000,162.8352490421456,98031,Kent,WA,11436 SE 208th St 15,2,2,https://www.redfin.com/WA/Kent/11436-SE-208th-St-98031/unit-15/home/18964774,https://ssl.cdn-redfin.com/photo/1/islphoto/271/genIslnoResize.2226271_0.jpg
2473.0,834950,337.6263647391832,98042,Kent,WA,14422 SE 284th Pl,5,5,https://www.redfin.com/WA/Kent/14422-SE-284th-Pl-98042/home/190679666,https://ssl.cdn-redfin.com/photo/1/islphoto/661/genIslnoResize.2232661_0.jpg
1024.0,381650,372.705078125,98031,Kent,WA,11130 SE 208th St Unit N202,2,2,https://www.redfin.com/WA/Kent/11130-SE-208th-St-98031/unit-N202/home/13638,https://ssl.cdn-redfin.com/photo/1/islphoto/332/genIslnoResize.2231332_0.jpg
2418.0,899950,372.18775847808104,98031,Kent,WA,21421 116th Pl SE,4,4,https://www.redfin.com/WA/Kent/21421-116th-Pl-SE-98031/home/190672326,https://ssl.cdn-redfin.com/photo/1/islphoto/499/genIslnoResize.2230499_3.jpg
2402.0,879900,366.31973355537053,98031,Kent,WA,Latham  3058 Plan,4,4,https://www.redfin.com/WA/Kent/Kent/Latham-3058/home/190603011,https://ssl.cdn-redfin.com/photo/595/islphoto/4DA/genIslnoResize.367CD6EE84DA_0.jpg
2112.0,849900,402.41477272727275,98031,Kent,WA,Plan A210 Plan,3,3,https://www.redfin.com/WA/Kent/Kent/Plan-A-210/home/189148522,https://ssl.cdn-redfin.com/photo/595/islphoto/C65/genIslnoResize.3B415B31CC65_1.jpg
2506.0,949900,379.05027932960894,98031,Kent,WA,Plan A250 Plan,3,3,https://www.redfin.com/WA/Kent/Kent/Plan-A-250/home/189117664,https://ssl.cdn-redfin.com/photo/595/islphoto/A73/genIslnoResize.4C2352C74A73_0.jpg
1148.0,348000,303.13588850174216,98030,Kent,WA,1812 Maple Ln Unit D20,3,3,https://www.redfin.com/WA/Kent/1812-Maple-Ln-98030/unit-D20/home/45699,https://ssl.cdn-redfin.com/photo/1/islphoto/721/genIslnoResize.2218721_0.jpg
2400.0,1249000,520.4166666666666,98031,Kent,WA,11858 SE 236th St,5,5,https://www.redfin.com/WA/Kent/11858-SE-236th-St-98031/home/223637,https://ssl.cdn-redfin.com/photo/1/islphoto/718/genIslnoResize.2199718_0.jpg
2402.0,874900,364.2381348875937,98031,Kent,WA,11511 SE 236th St 22,4,4,https://www.redfin.com/WA/Kent/11511-SE-236th-St-98031/unit-22/home/190219386,https://ssl.cdn-redfin.com/photo/1/islphoto/287/genIslnoResize.2212287_1.jpg
4221.0,1799999,426.438995498697,98042,Kent,WA,13926 SE 256th St,5,5,https://www.redfin.com/WA/Kent/13926-SE-256th-St-98042/home/189470328,https://ssl.cdn-redfin.com/photo/1/islphoto/970/genIslnoResize.2192970_0.jpg
2761.0,974950,353.11481347337923,98031,Kent,WA,21407 116th Pl SE,5,5,https://www.redfin.com/WA/Kent/21407-116th-Pl-SE-98031/home/189087875,https://ssl.cdn-redfin.com/photo/1/islphoto/883/genIslnoResize.2188883_5.jpg
2726.0,919900,337.45414526779166,98031,Kent,WA,Latham  3006 Plan,5,5,https://www.redfin.com/WA/Kent/Kent/Latham-3006/home/188398784,https://ssl.cdn-redfin.com/photo/595/islphoto/FDD/genIslnoResize.7F8A5C3EBFDD_0.jpg
2710.0,921900,340.1845018450185,98031,Kent,WA,Latham  3056 Plan,5,5,https://www.redfin.com/WA/Kent/Kent/Latham-3056/home/188403880,https://ssl.cdn-redfin.com/photo/595/islphoto/B30/genIslnoResize.8E8000D2DB30_0.jpg
2528.0,904900,357.9509493670886,98031,Kent,WA,Latham  3005 Plan,4,4,https://www.redfin.com/WA/Kent/Kent/Latham-3005/home/188389407,https://ssl.cdn-redfin.com/photo/595/islphoto/78D/genIslnoResize.CB1D4A6F278D_0.jpg
1780.0,1990000,1117.9775280898875,98042,Kent,WA,15326 SE 272nd St,3,3,https://www.redfin.com/WA/Kent/15326-SE-272nd-St-98042/home/175092850,https://ssl.cdn-redfin.com/photo/1/islphoto/016/genIslnoResize.2037016_0.jpg
3078.0,987000,320.6627680311891,98042,Kent,WA,Chinook Plan,5,5,https://www.redfin.com/WA/Kent/Kent/Chinook/home/193342287,
2525.0,870000,344.55445544554453,98042,Kent,WA,Sparrow Plan,4,4,https://www.redfin.com/WA/Kent/Kent/Sparrow/home/191885246,
2726.0,905000,331.98826118855465,98042,Kent,WA,Finch Plan,5,5,https://www.redfin.com/WA/Kent/Kent/Finch/home/191885245,
2710.0,900000,332.1033210332103,98042,Kent,WA,Whidbey Plan,5,5,https://www.redfin.com/WA/Kent/Kent/Whidbey/home/191885243,
,125000,,98092,Auburn,WA,0 SE 312th Way,,,https://www.redfin.com/WA/Auburn/SE-312th-Way-Unknown/home/176877236,https://ssl.cdn-redfin.com/photo/1/islphoto/078/genIslnoResize.2309078_0.jpg
,275000,,98042,Covington,WA,0 196th Ave SE,,,https://www.redfin.com/WA/Covington/186th-Ave-SE-98042/home/174046323,https://ssl.cdn-redfin.com/photo/1/islphoto/707/genIslnoResize.2307707_2.jpg
,185000,,98042,Kent,WA,23110 132nd Ave SE,,,https://www.redfin.com/WA/Kent/23110-132nd-Ave-SE-98042/home/22485509,https://ssl.cdn-redfin.com/photo/1/islphoto/721/genIslnoResize.2306721_0.jpg
,150000,,98042,Kent,WA,207 XX 147th Ave SE,,,https://www.redfin.com/WA/Kent/207-XX-147th-Ave-SE-98042/home/193209601,https://ssl.cdn-redfin.com/photo/1/islphoto/716/genIslnoResize.2303716_0.jpg
,345000,,98031,Kent,WA,0 xx,,,https://www.redfin.com/WA/Kent/xx-98031/home/192995527,https://ssl.cdn-redfin.com/photo/1/islphoto/277/genIslnoResize.2296277_1.jpg
,199500,,98042,Kent,WA,150 XX SE 272nd St,,,https://www.redfin.com/WA/Kent/150-XX-SE-272nd-St-98042/home/192639047,https://ssl.cdn-redfin.com/photo/1/islphoto/915/genIslnoResize.2292915_0.jpg
,89999,,98092,Auburn,WA,318 132nd Ave SE,,,https://www.redfin.com/WA/Auburn/318-132nd-Ave-SE-98092/home/192567388,https://ssl.cdn-redfin.com/photo/1/islphoto/133/genIslnoResize.2291133_3.jpg
,269950,,98042,Covington,WA,19855 SE 311 Ct,,,https://www.redfin.com/WA/Covington/19855-SE-311th-Ct-98042/home/192526856,https://ssl.cdn-redfin.com/photo/1/islphoto/166/genIslnoResize.2290166_0.jpg
,199000,,98042,Kent,WA,0 SE 282nd St,,,https://www.redfin.com/WA/Kent/SE-282nd-St-98042/home/179593407,https://ssl.cdn-redfin.com/photo/1/islphoto/404/genIslnoResize.2288404_0.jpg
,159000,,98042,Kent,WA,30801 W Lake Morton Dr SE,,,https://www.redfin.com/WA/Kent/30801-W-Lake-Morton-Dr-SE-98042/home/191534899,https://ssl.cdn-redfin.com/photo/1/islphoto/520/genIslnoResize.2284520_0.jpg
,265000,,98042,Kent,WA,0 199XX SE 277th St,,,https://www.redfin.com/WA/Kent/0-199XX-SE-277th-St-98042/home/192962472,https://ssl.cdn-redfin.com/photo/1/islphoto/635/genIslnoResize.2278635_0.jpg
,1999999,,98030,Kent,WA,26047 116th Ave SE,,,https://www.redfin.com/WA/Kent/26047-116th-Ave-SE-98030/home/52264618,https://ssl.cdn-redfin.com/photo/1/islphoto/754/genIslnoResize.2274754_1.jpg
,295000,,98031,Kent,WA,22728 101st Pl SE,,,https://www.redfin.com/WA/Kent/22728-101st-Pl-SE-98031/home/22493582,https://ssl.cdn-redfin.com/photo/1/islphoto/791/genIslnoResize.2275791_0.jpg
,395000,,98042,Kent,WA,25612 136th Ave SE,,,https://www.redfin.com/WA/Kent/25612-136th-Ave-SE-98042/home/2087587,https://ssl.cdn-redfin.com/photo/1/islphoto/871/genIslnoResize.2273871_0.jpg
,168000,,98042,Kent,WA,15600 SE 234th Pl,,,https://www.redfin.com/WA/Kent/15600-SE-234th-Pl-98042/home/191915814,https://ssl.cdn-redfin.com/photo/1/islphoto/930/genIslnoResize.2272930_0.jpg
,134000,,98042,Kent,WA,0 174th Ave,,,https://www.redfin.com/WA/Kent/174th-Ave-SE-98042/home/191468587,https://ssl.cdn-redfin.com/photo/1/islphoto/370/genIslnoResize.2258370_0.jpg
,209000,,98092,Auburn,WA,111 XX SE 281st St,,,https://www.redfin.com/WA/Auburn/111-XX-SE-281st-St-98092/home/189882206,https://ssl.cdn-redfin.com/photo/1/islphoto/837/genIslnoResize.2258837_0.jpg
,245000,,98031,Kent,WA,0 94th Ave S,,,https://www.redfin.com/WA/Kent/94th-Ave-S-98031/home/134162306,https://ssl.cdn-redfin.com/photo/1/islphoto/737/genIslnoResize.2252737_0.jpg
,600000,,98042,Kent,WA,0 SE 287th St,,,https://www.redfin.com/WA/Kent/SE-287th-St-98042/home/191111549,https://ssl.cdn-redfin.com/photo/1/islphoto/477/genIslnoResize.2244477_0.jpg
,495000,,98042,Kent,WA,0 XXX 164th Ave SE,,,https://www.redfin.com/WA/Kent/164th-Ave-SE-98042/home/190953706,https://ssl.cdn-redfin.com/photo/1/islphoto/945/genIslnoResize.2240945_1.jpg
,158000,,98042,Kent,WA,14707 SE 272nd St,,,https://www.redfin.com/WA/Kent/14707-SE-272nd-St-98042/home/22451938,https://ssl.cdn-redfin.com/photo/1/islphoto/749/genIslnoResize.2230749_0.jpg
,460000,,98042,Kent,WA,132 XX SE 231st St,,,https://www.redfin.com/WA/Kent/132-XX-SE-231st-St-98042/home/175683850,https://ssl.cdn-redfin.com/photo/1/islphoto/616/genIslnoResize.2230616_0.jpg
,33000,,98001,Auburn,WA,360 S Military Rd,,,https://www.redfin.com/WA/Auburn/360-S-Military-RD-98001/home/192364210,https://ssl.cdn-redfin.com/photo/1/islphoto/328/genIslnoResize.2220328_0.jpg
,900000,,98032,Kent,WA,0 S 260th,,,https://www.redfin.com/WA/Kent/S-260th-St-Unknown/home/35643890,https://ssl.cdn-redfin.com/photo/1/islphoto/894/genIslnoResize.2211894_0.jpg
,240000,,,,,28607 176th Ave Ave SE,,,https://www.redfin.com/WA/Kent/28607-176th-Ave-SE-98042/home/22229902,https://ssl.cdn-redfin.com/photo/354/islphoto/090/genIslnoResize.275090_0.jpg
,1550000,,98030,Kent,WA,12633 SE 270th St,,,https://www.redfin.com/WA/Kent/12633-SE-270th-St-98030/home/56525741,https://ssl.cdn-redfin.com/photo/1/islphoto/368/genIslnoResize.2202368_0.jpg
,88500,,98032,Kent,WA,26900 52nd Ln S,,,https://www.redfin.com/WA/Kent/26900-52nd-Ln-S-98032/home/191307243,https://ssl.cdn-redfin.com/photo/1/islphoto/235/genIslnoResize.2190235_0.jpg
,449999,,98038,Maple Valley,WA,27577 207th Ave SE,,,https://www.redfin.com/WA/Maple-Valley/27577-207th-Ave-SE-98038/home/22539473,https://ssl.cdn-redfin.com/photo/1/islphoto/996/genIslnoResize.2195996_2.jpg
,6500000,,98032,Kent,WA,24202 Pacific Hwy S,,,https://www.redfin.com/WA/Kent/24202-Pacific-HWY-S-98032/home/188775704,https://ssl.cdn-redfin.com/photo/1/islphoto/242/genIslnoResize.2183242_0.jpg
,200000,,98030,Kent,WA,11730 SE 277th Pl,,,https://www.redfin.com/WA/Kent/11730-SE-277th-Pl-98030/home/403874,https://ssl.cdn-redfin.com/photo/1/islphoto/294/genIslnoResize.2179294_0.jpg
,279500,,98042,Kent,WA,228 XX 178th Ave SE,,,https://www.redfin.com/WA/Kent/228-XX-178th-Ave-SE-98042/home/188182593,https://ssl.cdn-redfin.com/photo/1/islphoto/103/genIslnoResize.2174103_0.jpg
,425000,,98031,Kent,WA,10810 SE 196th St,,,https://www.redfin.com/WA/Kent/10810-SE-196th-St-98031/home/18663255,https://ssl.cdn-redfin.com/photo/1/islphoto/445/genIslnoResize.2155445_0.jpg
,489000,,98031,Kent,WA,20000 90th Ave S,,,https://www.redfin.com/WA/Kent/20000-92nd-Ave-S-98031/home/180554444,https://ssl.cdn-redfin.com/photo/1/islphoto/113/genIslnoResize.2142113_0.jpg
,110000,,98042,Kent,WA,0 144th Ave SE,,,https://www.redfin.com/WA/Kent/144th-Ave-SE-Unknown/home/45422441,https://ssl.cdn-redfin.com/photo/1/islphoto/858/genIslnoResize.2019858_0.jpg
