Square Feet,Price,Zip,City,State,Street Address,Bedrooms,Bathrooms,URL,Image,Price/Sqft,Price Category
3412.0,2600000,98008,Bellevue,WA,16915 SE 1st Pl,4.0,4.0,https://www.redfin.com/WA/Bellevue/16915-SE-1st-Pl-98008/home/22808415,https://ssl.cdn-redfin.com/photo/1/islphoto/636/genIslnoResize.2307636_1.jpg,762.0164126611958,High
922.0,529950,98006,Bellevue,WA,15230 SE 43rd St Unit A201,2.0,2.0,https://www.redfin.com/WA/Bellevue/15230-SE-43rd-St-98006/unit-A201/home/12539053,https://ssl.cdn-redfin.com/photo/1/islphoto/691/genIslnoResize.2307691_0.jpg,574.7830802603037,Low
2650.0,1730000,98006,Bellevue,WA,13912 SE Newport Way,6.0,6.0,https://www.redfin.com/WA/Bellevue/13912-SE-Newport-Way-98006/home/233816,https://ssl.cdn-redfin.com/photo/1/islphoto/507/genIslnoResize.2307507_0.jpg,652.8301886792453,High
1640.0,1849000,98008,Bellevue,WA,1216 180th Pl NE,3.0,3.0,https://www.redfin.com/WA/Bellevue/1216-180th-Pl-NE-98008/home/504523,https://ssl.cdn-redfin.com/photo/1/islphoto/258/genIslnoResize.2305258_0.jpg,1127.439024390244,High
6252.0,8500000,98004,Bellevue,WA,9426 Lake Washington Blvd NE,4.0,4.0,https://www.redfin.com/WA/Bellevue/9426-Lake-Washington-Blvd-NE-98004/home/22422520,https://ssl.cdn-redfin.com/photo/1/islphoto/161/genIslnoResize.2304161_0.jpg,1359.5649392194498,High
1927.0,1688000,98004,Bellevue,WA,500 106th Ave NE 701,2.0,2.0,https://www.redfin.com/WA/Bellevue/500-106th-Ave-NE-98004/unit-701/home/21883200,https://ssl.cdn-redfin.com/photo/1/islphoto/079/genIslnoResize.2307079_2.jpg,875.9730150492994,High
3750.0,2100000,98008,Bellevue,WA,Undisclosed address,10.0,10.0,https://www.redfin.com/WA/Bellevue/Undisclosed-address-98008/home/193365410,https://ssl.cdn-redfin.com/photo/1/islphoto/272/genIslnoResize.2306272_0.jpg,560.0,High
781.0,750000,98004,Bellevue,WA,999 110th Ave NE 402,1.0,1.0,https://www.redfin.com/WA/Bellevue/999-110th-Ave-NE-98004/unit-402/home/189063057,https://ssl.cdn-redfin.com/photo/1/islphoto/733/genIslnoResize.2305733_0.jpg,960.3072983354673,Medium-low
770.0,675000,98004,Bellevue,WA,999 110th Ave NE 201,1.0,1.0,https://www.redfin.com/WA/Bellevue/999-110th-Ave-NE-98004/unit-201/home/187983518,https://ssl.cdn-redfin.com/photo/1/islphoto/784/genIslnoResize.2305784_0.jpg,876.6233766233767,Medium-low
1143.0,569000,98007,Bellevue,WA,14715 NE 31st St Unit 4C,2.0,2.0,https://www.redfin.com/WA/Bellevue/14715-NE-31st-St-98007/unit-4C/home/21918,https://ssl.cdn-redfin.com/photo/1/islphoto/147/genIslnoResize.2306147_0.jpg,497.81277340332457,Medium-low
1142.0,1799000,98004,Bellevue,WA,10232 NE 10th St 1001,2.0,2.0,https://www.redfin.com/WA/Bellevue/10232-NE-10th-St-98004/unit-1001/home/186048259,https://ssl.cdn-redfin.com/photo/1/islphoto/047/genIslnoResize.2299047_0.jpg,1575.306479859895,High
3240.0,1499990,98006,Bellevue,WA,12738 SE 68th Pl,6.0,6.0,https://www.redfin.com/WA/Bellevue/12738-SE-68th-Pl-98006/home/417052,https://ssl.cdn-redfin.com/photo/1/islphoto/804/genIslnoResize.2303804_4.jpg,462.9598765432099,High
854.0,425000,98008,Bellevue,WA,15715 NE 18th St Unit F5,2.0,2.0,https://www.redfin.com/WA/Bellevue/15715-NE-18th-St-98008/unit-F-5/home/112851093,https://ssl.cdn-redfin.com/photo/1/islphoto/653/genIslnoResize.2304653_0.jpg,497.6580796252927,Low
3667.0,3995000,98004,Bellevue,WA,208 106th Ave SE,4.0,4.0,https://www.redfin.com/WA/Bellevue/208-106th-Ave-SE-98004/home/510630,https://ssl.cdn-redfin.com/photo/1/islphoto/527/genIslnoResize.2304527_0.jpg,1089.4464139623672,High
6252.0,8900000,98004,Bellevue,WA,2003 102nd Pl SE,7.0,7.0,https://www.redfin.com/WA/Bellevue/2003-102nd-Pl-SE-98004/home/253876,https://ssl.cdn-redfin.com/photo/1/islphoto/092/genIslnoResize.2300092_0.jpg,1423.5444657709534,High
635.0,510000,98004,Bellevue,WA,1085 103rd Ave NE 225,1.0,1.0,https://www.redfin.com/WA/Bellevue/1085-103rd-Ave-NE-98004/unit-225/home/168852317,https://ssl.cdn-redfin.com/photo/1/islphoto/829/genIslnoResize.2304829_0.jpg,803.1496062992126,Low
704.0,399000,98007,Bellevue,WA,2969 142nd Pl SE 8,1.0,1.0,https://www.redfin.com/WA/Bellevue/2969-142nd-Pl-SE-98007/unit-8/home/57381,https://ssl.cdn-redfin.com/photo/1/islphoto/656/genIslnoResize.2304656_0.jpg,566.7613636363636,Low
1346.0,775000,98006,Bellevue,WA,6757 SE Cougar Mountain Way,3.0,3.0,https://www.redfin.com/WA/Bellevue/6757-SE-Cougar-Mountain-Way-98006/home/16202,https://ssl.cdn-redfin.com/system_files/media/1005469_JPG/genDesktopMapHomeCardUrl/item_1.jpg,575.7800891530461,Medium-low
2972.0,8900000,98004,Bellevue,WA,838 103rd Ave NE 2602,3.0,3.0,https://www.redfin.com/WA/Bellevue/838-103rd-Ave-NE-98004/unit-2602/home/191058873,https://ssl.cdn-redfin.com/photo/1/islphoto/328/genIslnoResize.2304328_1.jpg,2994.6164199192463,High
1816.0,1579900,98004,Bellevue,WA,1106 108th Ave NE 401,2.0,2.0,https://www.redfin.com/WA/Bellevue/1106-108th-Ave-NE-98004/unit-401/home/42622,https://ssl.cdn-redfin.com/photo/1/islphoto/435/genIslnoResize.2304435_0.jpg,869.9889867841409,High
1380.0,1124000,98004,Bellevue,WA,1633 107th Ave SE 6,2.0,2.0,https://www.redfin.com/WA/Bellevue/1633-107th-Ave-SE-98004/unit-6/home/510771,https://ssl.cdn-redfin.com/photo/1/islphoto/370/genIslnoResize.2304370_0.jpg,814.4927536231884,Medium-High
1542.0,2298000,98004,Bellevue,WA,188 bellevue Way NE 805,2.0,2.0,https://www.redfin.com/WA/Bellevue/188-Bellevue-Way-NE-98004/unit-805/home/172711351,https://ssl.cdn-redfin.com/photo/1/islphoto/607/genIslnoResize.2302607_0.jpg,1490.272373540856,High
1098.0,1689000,98004,Bellevue,WA,10232 NE 10th St 809,2.0,2.0,https://www.redfin.com/WA/Bellevue/10232-NE-10th-St-98004/unit-809/home/193204464,https://ssl.cdn-redfin.com/photo/1/islphoto/517/genIslnoResize.2302517_0.jpg,1538.2513661202186,High
1328.0,1520000,98004,Bellevue,WA,188 Bellevue Way NE 408,2.0,2.0,https://www.redfin.com/WA/Bellevue/188-Bellevue-Way-NE-98004/unit-408/home/172711318,https://ssl.cdn-redfin.com/photo/1/islphoto/775/genIslnoResize.2297775_0.jpg,1144.578313253012,High
3649.0,1995000,98008,Bellevue,WA,16875 SE 38th Pl,4.0,4.0,https://www.redfin.com/WA/Bellevue/16875-SE-38th-Pl-98008/home/429658,https://ssl.cdn-redfin.com/photo/1/islphoto/204/genIslnoResize.2301204_0.jpg,546.7251301726501,High
1441.0,1375000,98004,Bellevue,WA,10650 NE 9th PL Pl NE 824,2.0,2.0,https://www.redfin.com/WA/Bellevue/10650-NE-9th-Pl-98004/unit-824/home/25708226,https://ssl.cdn-redfin.com/photo/1/islphoto/246/genIslnoResize.2302246_0.jpg,954.1984732824427,High
3600.0,3190000,98004,Bellevue,WA,9805 NE 21st St,6.0,6.0,https://www.redfin.com/WA/Bellevue/9805-NE-21st-St-98004/home/506149,https://ssl.cdn-redfin.com/photo/1/islphoto/277/genIslnoResize.2301277_0.jpg,886.1111111111111,High
983.0,626000,98005,Bellevue,WA,3018 128th Ave SE 13,2.0,2.0,https://www.redfin.com/WA/Bellevue/3018-128th-Ave-SE-98005/unit-13/home/12093101,https://ssl.cdn-redfin.com/photo/1/islphoto/819/genIslnoResize.2302819_0.jpg,636.826042726348,Medium-low
2307.0,1035000,98006,Bellevue,WA,6775 SE Cougar Mountain Way 4,3.0,3.0,https://www.redfin.com/WA/Bellevue/6775-SE-Cougar-Mountain-Way-98006/unit-4/home/2262,https://ssl.cdn-redfin.com/photo/1/islphoto/119/genIslnoResize.2299119_3.jpg,448.6345903771131,Medium-High
808.0,739000,98004,Bellevue,WA,10610 NE 9th Pl 708,1.0,1.0,https://www.redfin.com/WA/Bellevue/10610-NE-9th-Pl-98004/unit-708/home/18657115,https://ssl.cdn-redfin.com/photo/1/islphoto/545/genIslnoResize.2301545_1.jpg,914.6039603960396,Medium-low
857.0,399000,98007,Bellevue,WA,14630 NE 35th St 104,2.0,2.0,https://www.redfin.com/WA/Bellevue/14630-NE-35th-St-98007/unit-104/home/71868,https://ssl.cdn-redfin.com/photo/1/islphoto/622/genIslnoResize.2301622_0.jpg,465.57759626604434,Low
1477.0,858000,98007,Bellevue,WA,4157 145th Ave NE Unit H2,3.0,3.0,https://www.redfin.com/WA/Bellevue/4157-145th-Ave-NE-98007/unit-H2/home/44153,https://ssl.cdn-redfin.com/photo/1/islphoto/149/genIslnoResize.2300149_2.jpg,580.9072444143534,Medium-High
934.0,560000,98005,Bellevue,WA,701 122nd Ave NE 309,2.0,2.0,https://www.redfin.com/WA/Bellevue/701-122nd-Ave-NE-98005/unit-309/home/12092979,https://ssl.cdn-redfin.com/photo/1/islphoto/447/genIslnoResize.2282447_3.jpg,599.5717344753747,Medium-low
4790.0,2499950,98006,Bellevue,WA,10963 SE 62nd St,5.0,5.0,https://www.redfin.com/WA/Bellevue/10963-SE-62nd-St-98006/home/2068396,https://ssl.cdn-redfin.com/photo/1/islphoto/010/genIslnoResize.2301010_0.jpg,521.910229645094,High
635.0,849000,98004,Bellevue,WA,10232 NE 10th St 1002,1.0,1.0,https://www.redfin.com/WA/Bellevue/10232-NE-10th-St-98004/unit-1002/home/185537565,https://ssl.cdn-redfin.com/photo/1/islphoto/747/genIslnoResize.2301747_0.jpg,1337.007874015748,Medium-High
2078.0,1880000,98004,Bellevue,WA,10616 NE 9th Pl Unit TH4,2.0,2.0,https://www.redfin.com/WA/Bellevue/10616-NE-9th-Pl-98004/unit-TH4/home/193047747,https://ssl.cdn-redfin.com/photo/1/islphoto/975/genIslnoResize.2299975_0.jpg,904.716073147257,High
1445.0,2479000,98004,Bellevue,WA,10232 NE 10th St 1803,3.0,3.0,https://www.redfin.com/WA/Bellevue/10232-NE-10th-St-98004/unit-1803/home/193047704,https://ssl.cdn-redfin.com/photo/1/islphoto/241/genIslnoResize.2301241_1.jpg,1715.5709342560554,High
860.0,410000,98007,Bellevue,WA,14650 NE 32nd St Unit A2,2.0,2.0,https://www.redfin.com/WA/Bellevue/14650-NE-32nd-St-98007/unit-A2/home/68146,https://ssl.cdn-redfin.com/photo/1/islphoto/879/genIslnoResize.2298879_0.jpg,476.74418604651163,Low
1878.0,949000,98006,Bellevue,WA,5275 164th Ave SE,3.0,3.0,https://www.redfin.com/WA/Bellevue/5275-164th-Ave-SE-98006/home/47398,https://ssl.cdn-redfin.com/photo/1/islphoto/058/genIslnoResize.2292058_1.jpg,505.3248136315229,Medium-High
1022.0,545000,98005,Bellevue,WA,13626 NE 7th St Unit F10,2.0,2.0,https://www.redfin.com/WA/Bellevue/13626-NE-7th-St-98005/unit-F10/home/59403,https://ssl.cdn-redfin.com/photo/1/islphoto/442/genIslnoResize.2300442_0.jpg,533.2681017612524,Low
938.0,536950,98007,Bellevue,WA,1414 154th Ave NE 4407,2.0,2.0,https://www.redfin.com/WA/Bellevue/1414-154th-Ave-NE-98007/unit-4407/home/63189,https://ssl.cdn-redfin.com/photo/1/islphoto/078/genIslnoResize.2300078_0.jpg,572.4413646055438,Low
2510.0,2099990,98004,Bellevue,WA,11251 NE 13th Ln,3.0,3.0,https://www.redfin.com/WA/Bellevue/11251-NE-13th-Ln-98004/home/192257757,https://ssl.cdn-redfin.com/photo/1/islphoto/594/genIslnoResize.2299594_0.jpg,836.6494023904382,High
635.0,644000,98004,Bellevue,WA,10232 NE 10th St 902,,,https://www.redfin.com/WA/Bellevue/10232-NE-10th-St-98004/unit-902/home/193005860,https://ssl.cdn-redfin.com/photo/1/islphoto/247/genIslnoResize.2300247_1.jpg,1014.1732283464567,Medium-low
910.0,878150,98004,Bellevue,WA,10047 Main St 305,2.0,2.0,https://www.redfin.com/WA/Bellevue/10047-Main-St-98004/unit-305/home/24791,https://ssl.cdn-redfin.com/photo/1/islphoto/307/genIslnoResize.2299307_5.jpg,965.0,Medium-High
1387.0,1118000,98004,Bellevue,WA,10700 NE 4th St 2204,1.0,1.0,https://www.redfin.com/WA/Bellevue/10700-NE-4th-St-98004/unit-2204/home/21883346,https://ssl.cdn-redfin.com/photo/1/islphoto/809/genIslnoResize.2299809_1.jpg,806.056236481615,Medium-High
4272.0,4150000,98004,Bellevue,WA,11022 SE 2nd St,5.0,5.0,https://www.redfin.com/WA/Bellevue/11022-SE-2nd-St-98004/home/510245,https://ssl.cdn-redfin.com/photo/1/islphoto/480/genIslnoResize.2299480_0.jpg,971.441947565543,High
6252.0,6999999,98004,Bellevue,WA,10368 Kaylen Pl,5.0,5.0,https://www.redfin.com/WA/Bellevue/10368-Kaylen-Pl-98004/home/253504,https://ssl.cdn-redfin.com/photo/1/islphoto/336/genIslnoResize.2299336_0.jpg,1119.6415547024951,High
5470.0,3410500,98007,Bellevue,WA,1011 148th Pl SE,6.0,6.0,https://www.redfin.com/WA/Bellevue/1011-148th-Pl-SE-98007/home/427102,https://ssl.cdn-redfin.com/photo/1/islphoto/098/genIslnoResize.2297098_0.jpg,623.4917733089579,High
5067.0,5690000,98004,Bellevue,WA,9827 NE 20th St,5.0,5.0,https://www.redfin.com/WA/Bellevue/9827-NE-20th-St-98004/home/506731,https://ssl.cdn-redfin.com/photo/1/islphoto/894/genIslnoResize.2298894_0.jpg,1122.9524373396487,High
4810.0,3599950,98004,Bellevue,WA,1808 104th Ave SE,6.0,6.0,https://www.redfin.com/WA/Bellevue/1808-104th-Ave-SE-98004/home/510035,https://ssl.cdn-redfin.com/photo/1/islphoto/741/genIslnoResize.2286741_1.jpg,748.4303534303534,High
744.0,399000,98007,Bellevue,WA,1750 152nd Ave NE Unit W310,1.0,1.0,https://www.redfin.com/WA/Bellevue/1750-152nd-Ave-NE-98007/unit-W310/home/192939931,https://ssl.cdn-redfin.com/photo/1/islphoto/326/genIslnoResize.2298326_0.jpg,536.2903225806451,Low
2600.0,1425000,98006,Bellevue,WA,4519 Lake Heights St,4.0,4.0,https://www.redfin.com/WA/Bellevue/4519-Lake-Heights-St-98006/home/416494,https://ssl.cdn-redfin.com/system_files/media/894972_JPG/genDesktopMapHomeCardUrl/item_93.jpg,548.0769230769231,High
3650.0,2249500,98008,Bellevue,WA,3227 W Lake Sammamish Pkwy SE,4.0,4.0,https://www.redfin.com/WA/Bellevue/3227-W-Lake-Sammamish-Pkwy-SE-98008/home/429434,https://ssl.cdn-redfin.com/photo/1/islphoto/205/genIslnoResize.2291205_0.jpg,616.3013698630137,High
900.0,509000,98005,Bellevue,WA,2244 132nd Ave SE Unit B105,1.0,1.0,https://www.redfin.com/WA/Bellevue/2244-132nd-Ave-SE-98005/unit-B105/home/39897,https://ssl.cdn-redfin.com/photo/1/islphoto/457/genIslnoResize.2298457_0.jpg,565.5555555555555,Low
2010.0,1998000,98004,Bellevue,WA,407 101st Ave SE,2.0,2.0,https://www.redfin.com/WA/Bellevue/407-101st-Ave-SE-98004/home/192919042,https://ssl.cdn-redfin.com/photo/1/islphoto/234/genIslnoResize.2295234_0.jpg,994.0298507462686,High
3305.0,2530000,98008,Bellevue,WA,3809 163rd Ave SE,4.0,4.0,https://www.redfin.com/WA/Bellevue/3809-163rd-Ave-SE-98008/home/176142628,https://ssl.cdn-redfin.com/photo/1/islphoto/979/genIslnoResize.2297979_0.jpg,765.5068078668684,High
3200.0,2150000,98007,Bellevue,WA,916 145th Pl SE,6.0,6.0,https://www.redfin.com/WA/Bellevue/916-145th-Pl-SE-98007/home/427494,https://ssl.cdn-redfin.com/photo/1/islphoto/807/genIslnoResize.2296807_0.jpg,671.875,High
1811.0,980000,98006,Bellevue,WA,6461 SE Cougar Mountain Way,2.0,2.0,https://www.redfin.com/WA/Bellevue/6461-SE-Cougar-Mountain-Way-98006/home/146372299,https://ssl.cdn-redfin.com/photo/1/islphoto/417/genIslnoResize.2297417_0.jpg,541.1374930977361,Medium-High
757.0,389000,98052,Redmond,WA,13838 NE 60th St 165,1.0,1.0,https://www.redfin.com/WA/Redmond/13838-NE-60th-St-98052/unit-165/home/53786,https://ssl.cdn-redfin.com/photo/1/islphoto/520/genIslnoResize.2296520_1.jpg,513.8705416116248,Low
898.0,419000,98006,Bellevue,WA,4106 Factoria Blvd SE 116,2.0,2.0,https://www.redfin.com/WA/Bellevue/4106-Factoria-Blvd-SE-98006/unit-116/home/31081,https://ssl.cdn-redfin.com/photo/1/islphoto/661/genIslnoResize.2295661_1.jpg,466.5924276169265,Low
2110.0,1388888,98005,Bellevue,WA,1428 136th Ct NE,3.0,3.0,https://www.redfin.com/WA/Bellevue/1428-136th-Ct-NE-98005/home/112855627,https://ssl.cdn-redfin.com/photo/1/islphoto/511/genIslnoResize.2295511_0.jpg,658.2407582938389,High
3730.0,2224500,98005,Bellevue,WA,2205 135th Pl SE,6.0,6.0,https://www.redfin.com/WA/Bellevue/2205-135th-Pl-SE-98005/home/509753,https://ssl.cdn-redfin.com/photo/1/islphoto/095/genIslnoResize.2278095_1.jpg,596.3806970509384,High
1427.0,1199000,98006,Bellevue,WA,16200 SE 44th Way,3.0,3.0,https://www.redfin.com/WA/Bellevue/16200-SE-44th-Way-98006/home/240257,https://ssl.cdn-redfin.com/photo/1/islphoto/110/genIslnoResize.2296110_0.jpg,840.2242466713385,Medium-High
4400.0,2950000,98008,Bellevue,WA,15642 Main St,5.0,5.0,https://www.redfin.com/WA/Bellevue/15642-Main-St-98008/home/501321,https://ssl.cdn-redfin.com/photo/1/islphoto/587/genIslnoResize.2295587_0.jpg,670.4545454545455,High
992.0,965000,98004,Bellevue,WA,1085 103rd Ave NE 628,2.0,2.0,https://www.redfin.com/WA/Bellevue/1085-103rd-Ave-NE-98004/unit-628/home/168852430,https://ssl.cdn-redfin.com/photo/1/islphoto/810/genIslnoResize.2289810_0.jpg,972.7822580645161,Medium-High
1610.0,868000,98007,Bellevue,WA,14836 SE 16th St 7,3.0,3.0,https://www.redfin.com/WA/Bellevue/14836-SE-16th-St-98007/unit-7/home/44690,https://ssl.cdn-redfin.com/photo/1/islphoto/308/genIslnoResize.2281308_1.jpg,539.1304347826087,Medium-High
6252.0,8900000,98004,Bellevue,WA,1400 Bellevue Way NE,,,https://www.redfin.com/WA/Bellevue/1400-Bellevue-Way-SE-98004/home/2081594,https://ssl.cdn-redfin.com/photo/1/islphoto/086/genIslnoResize.2293086_0.jpg,1423.5444657709534,High
4280.0,8900000,98004,Bellevue,WA,9525 Lake Washington Blvd NE,3.0,3.0,https://www.redfin.com/WA/Bellevue/9525-Lake-Washington-Blvd-NE-98004/home/253197,https://ssl.cdn-redfin.com/photo/1/islphoto/700/genIslnoResize.2292700_0.jpg,2079.4392523364486,High
4840.0,4795000,98004,Bellevue,WA,1006 88th Ave NE,4.0,4.0,https://www.redfin.com/WA/Bellevue/1006-88th-Ave-NE-98004/home/252378,https://ssl.cdn-redfin.com/photo/1/islphoto/470/genIslnoResize.2292470_0.jpg,990.702479338843,High
970.0,424000,98005,Bellevue,WA,706 136th Pl NE Unit C4,2.0,2.0,https://www.redfin.com/WA/Bellevue/706-136th-Pl-NE-98005/unit-C4/home/16847,https://ssl.cdn-redfin.com/photo/1/islphoto/568/genIslnoResize.2270568_0.jpg,437.11340206185565,Low
2520.0,2049990,98004,Bellevue,WA,11268 NE 13th Ln,3.0,3.0,https://www.redfin.com/WA/Bellevue/11268-NE-13th-Ln-98004/home/190191822,https://ssl.cdn-redfin.com/photo/1/islphoto/988/genIslnoResize.2292988_0.jpg,813.4880952380952,High
1765.0,1285000,98008,Bellevue,WA,15602 SE 10th St,5.0,5.0,https://www.redfin.com/WA/Bellevue/15602-SE-10th-St-98008/home/427240,https://ssl.cdn-redfin.com/photo/1/islphoto/730/genIslnoResize.2292730_1.jpg,728.0453257790368,Medium-High
4552.0,3550000,98006,Bellevue,WA,3782 146th Ave SE,5.0,5.0,https://www.redfin.com/WA/Bellevue/3782-146th-Ave-SE-98006/home/234076,https://ssl.cdn-redfin.com/photo/1/islphoto/828/genIslnoResize.2291828_0.jpg,779.8769771528998,High
1250.0,469950,98006,Bellevue,WA,12303 SE 60th St Unit 2B,2.0,2.0,https://www.redfin.com/WA/Bellevue/12303-SE-60th-St-98006/unit-2B/home/62344,https://ssl.cdn-redfin.com/photo/1/islphoto/621/genIslnoResize.2289621_0.jpg,375.96,Low
1479.0,899000,98008,Bellevue,WA,16136 SE 33rd Ln 1402,3.0,3.0,https://www.redfin.com/WA/Bellevue/16136-SE-33rd-Ln-98008/unit-1402/home/192629241,https://ssl.cdn-redfin.com/photo/1/islphoto/668/genIslnoResize.2292668_0.jpg,607.843137254902,Medium-High
3990.0,2175000,98008,Bellevue,WA,618 175th Pl NE,3.0,3.0,https://www.redfin.com/WA/Bellevue/618-175th-Pl-NE-98008/home/504429,https://ssl.cdn-redfin.com/photo/1/islphoto/192/genIslnoResize.2292192_0.jpg,545.1127819548872,High
970.0,780000,98004,Bellevue,WA,925 110th Ave NE 307,1.0,1.0,https://www.redfin.com/WA/Bellevue/925-110th-Ave-NE-98004/unit-307/home/23143,https://ssl.cdn-redfin.com/photo/1/islphoto/887/genIslnoResize.2290887_0.jpg,804.1237113402062,Medium-low
1574.0,1299000,98007,Bellevue,WA,15548 NE 15th Pl 17,3.0,3.0,https://www.redfin.com/WA/Bellevue/15548-NE-15th-Pl-98007/unit-17/home/179593057,https://ssl.cdn-redfin.com/photo/1/islphoto/361/genIslnoResize.2290361_0.jpg,825.2858958068615,Medium-High
4831.0,3100000,98056,Newcastle,WA,6435 Lake Washington Blvd SE,5.0,5.0,https://www.redfin.com/WA/Newcastle/6435-Lake-Washington-Blvd-SE-98056/home/2073410,https://ssl.cdn-redfin.com/photo/1/islphoto/797/genIslnoResize.2290797_1.jpg,641.6890912854482,High
1949.0,3499999,98004,Bellevue,WA,188 Bellevue Way NE 1107,3.0,3.0,https://www.redfin.com/WA/Bellevue/188-Bellevue-Way-NE-98004/unit-1107/home/172711376,https://ssl.cdn-redfin.com/photo/1/islphoto/379/genIslnoResize.2290379_0.jpg,1795.792201128784,High
4813.0,3898000,98052,Redmond,WA,2006 W Lake Sammamish Pkwy NE,7.0,7.0,https://www.redfin.com/WA/Redmond/2006-W-Lake-Sammamish-Pkwy-NE-98052/home/21884211,https://ssl.cdn-redfin.com/photo/1/islphoto/531/genIslnoResize.2276531_6.jpg,809.8898815707458,High
662.0,415000,98005,Bellevue,WA,12219 NE BelRed Rd Unit D101,1.0,1.0,https://www.redfin.com/WA/Bellevue/12219-Bel-Red-Rd-98005/unit-D101/home/192524863,https://ssl.cdn-redfin.com/photo/1/islphoto/477/genIslnoResize.2287477_0.jpg,626.8882175226586,Low
3560.0,5500000,98008,Bellevue,WA,1402 W Lake Sammamish Pkwy SE,4.0,4.0,https://www.redfin.com/WA/Bellevue/1402-W-Lake-Sammamish-Pkwy-SE-98008/home/327286,https://ssl.cdn-redfin.com/photo/1/islphoto/528/genIslnoResize.2289528_0.jpg,1544.943820224719,High
1754.0,1299888,98004,Bellevue,WA,177 107th Ave NE 1802,3.0,3.0,https://www.redfin.com/WA/Bellevue/177-107th-Ave-NE-98004/unit-1802/home/19032,https://ssl.cdn-redfin.com/photo/1/islphoto/719/genIslnoResize.2289719_0.jpg,741.0992018244013,High
5930.0,5280000,98004,Bellevue,WA,10823 SE 12th St,5.0,5.0,https://www.redfin.com/WA/Bellevue/10823-SE-12th-St-98004/home/510694,https://ssl.cdn-redfin.com/photo/1/islphoto/516/genIslnoResize.2285516_0.jpg,890.3878583473862,High
635.0,399999,98004,Bellevue,WA,11052 NE 33rd Pl Unit A1,1.0,1.0,https://www.redfin.com/WA/Bellevue/11052-NE-33rd-Pl-98004/unit-A1/home/12092394,https://ssl.cdn-redfin.com/photo/1/islphoto/313/genIslnoResize.2289313_0.jpg,629.91968503937,Low
687.0,428000,98004,Bellevue,WA,321 Bellevue Way SE 407,1.0,1.0,https://www.redfin.com/WA/Bellevue/321-Bellevue-Way-SE-98004/unit-407/home/8068,https://ssl.cdn-redfin.com/photo/1/islphoto/140/genIslnoResize.2272140_2.jpg,622.9985443959243,Low
659.0,639900,98004,Bellevue,WA,1085 103rd Ave NE 526,1.0,1.0,https://www.redfin.com/WA/Bellevue/1085-103rd-Ave-NE-98004/unit-526/home/168852401,https://ssl.cdn-redfin.com/photo/1/islphoto/515/genIslnoResize.2287515_0.jpg,971.0166919575114,Medium-low
889.0,399000,98007,Bellevue,WA,14555 NE 32nd St Unit F302,2.0,2.0,https://www.redfin.com/WA/Bellevue/14555-NE-32nd-St-98007/unit-F302/home/145701020,https://ssl.cdn-redfin.com/system_files/media/965346_JPG/genDesktopMapHomeCardUrl/item_12.jpg,448.81889763779526,Low
2220.0,1580000,98007,Bellevue,WA,313  315 146th Pl NE,5.0,5.0,https://www.redfin.com/WA/Bellevue/313-146th-Pl-NE-98007/home/501188,https://ssl.cdn-redfin.com/photo/1/islphoto/448/genIslnoResize.2285448_1.jpg,711.7117117117117,High
984.0,550000,98006,Bellevue,WA,4519 125th Ave SE Unit A104,2.0,2.0,https://www.redfin.com/WA/Bellevue/4519-125th-Ave-SE-98006/unit-A104/home/12298678,https://ssl.cdn-redfin.com/photo/1/islphoto/371/genIslnoResize.2283371_0.jpg,558.9430894308944,Medium-low
4200.0,5900000,98006,Bellevue,WA,14 Crescent Ky,4.0,4.0,https://www.redfin.com/WA/Bellevue/14-Crescent-Ky-98006/home/409110,https://ssl.cdn-redfin.com/photo/1/islphoto/037/genIslnoResize.2287037_1.jpg,1404.7619047619048,High
4680.0,4288000,98004,Bellevue,WA,1416 105th Ave SE,6.0,6.0,https://www.redfin.com/WA/Bellevue/1416-105th-Ave-SE-98004/home/510574,https://ssl.cdn-redfin.com/photo/1/islphoto/979/genIslnoResize.2286979_0.jpg,916.2393162393163,High
635.0,430000,98004,Bellevue,WA,10320 SE 6th St Unit B6,1.0,1.0,https://www.redfin.com/WA/Bellevue/10320-SE-6th-St-98004/unit-B6/home/24279,https://ssl.cdn-redfin.com/photo/1/islphoto/077/genIslnoResize.2286077_1.jpg,677.1653543307086,Low
992.0,880000,98004,Bellevue,WA,1085 103rd Ave NE 328,2.0,2.0,https://www.redfin.com/WA/Bellevue/1085-103rd-Ave-NE-98004/unit-328/home/190292122,https://ssl.cdn-redfin.com/photo/1/islphoto/111/genIslnoResize.2286111_0.jpg,887.0967741935484,Medium-High
1038.0,535000,98006,Bellevue,WA,12252 SE 59th St 136,3.0,3.0,https://www.redfin.com/WA/Bellevue/12252-SE-59th-St-98006/unit-136/home/56427,https://ssl.cdn-redfin.com/photo/1/islphoto/762/genIslnoResize.2286762_0.jpg,515.4142581888246,Low
6252.0,8900000,98004,Bellevue,WA,Undisclosed address,4.0,4.0,https://www.redfin.com/WA/Bellevue/Undisclosed-address-98004/home/253405,https://ssl.cdn-redfin.com/photo/1/islphoto/421/genIslnoResize.2285421_0.jpg,1423.5444657709534,High
2920.0,1729000,98008,Bellevue,WA,1104 170th Ave NE,6.0,6.0,https://www.redfin.com/WA/Bellevue/1104-170th-Ave-NE-98008/home/500035,https://ssl.cdn-redfin.com/photo/1/islphoto/710/genIslnoResize.2284710_2.jpg,592.1232876712329,High
