Square Feet,Price,Zip,City,State,Street Address,Bedrooms,Bathrooms,URL,Image
3701,2699000,98033,Kirkland,WA,11207 NE 103rd Pl,4,4,https://www.redfin.com/WA/Kirkland/11207-NE-103rd-Pl-98033/home/463798,https://ssl.cdn-redfin.com/photo/1/islphoto/270/genIslnoResize.2299270_0.jpg
1555,1299000,98034,Kirkland,WA,8209 NE 124th St Unit A,3,3,https://www.redfin.com/WA/Kirkland/8209-NE-124th-St-98034/unit-A/home/193323122,https://ssl.cdn-redfin.com/photo/1/islphoto/754/genIslnoResize.2306754_0.jpg
968,470000,98034,Kirkland,WA,11909 93rd Ln NE 201,2,2,https://www.redfin.com/WA/Kirkland/11909-93rd-Ln-NE-98034/unit-201/home/2668,https://ssl.cdn-redfin.com/system_files/media/1006765_JPG/genDesktopMapHomeCardUrl/item_28.jpg
2518,1969999,98033,Kirkland,WA,113 6th St Unit A,4,4,https://www.redfin.com/WA/Kirkland/113-6th-St-98033/unit-A/home/193358434,https://ssl.cdn-redfin.com/photo/1/islphoto/443/genIslnoResize.2306443_0.jpg
1505,1066900,98052,Redmond,WA,Plan 2A Plan,2,2,https://www.redfin.com/WA/Redmond/Redmond/Plan-2A/home/193358235,https://ssl.cdn-redfin.com/photo/595/islphoto/93D/genIslnoResize.0B0E3FAE093D_0.jpg
2202,1256990,98034,Kirkland,WA,13208 NE 127th Ct Unit D,4,4,https://www.redfin.com/WA/Kirkland/13208-NE-127th-Ct-98034/unit-D/home/193329558,https://ssl.cdn-redfin.com/photo/595/islphoto/963/genIslnoResize.D1D99FE08963_0.jpg
884,410000,98034,Kirkland,WA,14311 124th Ave NE Unit B19,2,2,https://www.redfin.com/WA/Kirkland/14311-124th-Ave-NE-98034/unit-B19/home/55220109,https://ssl.cdn-redfin.com/photo/1/islphoto/832/genIslnoResize.2305832_0.jpg
2130,1498000,98034,Kirkland,WA,12419 106th Pl NE,4,4,https://www.redfin.com/WA/Kirkland/12419-106th-Pl-NE-98034/home/458245,https://ssl.cdn-redfin.com/photo/1/islphoto/123/genIslnoResize.2301123_0.jpg
2610,1649000,98034,Kirkland,WA,13324 132nd Ave NE,4,4,https://www.redfin.com/WA/Kirkland/13324-132nd-Ave-NE-98034/home/193305281,https://ssl.cdn-redfin.com/photo/1/islphoto/629/genIslnoResize.2305629_0.jpg
2002,1159990,98034,Kirkland,WA,13215 NE 127th Ct Unit C,4,4,https://www.redfin.com/WA/Kirkland/13215-NE-127th-Ct-98034/unit-C/home/193317387,https://ssl.cdn-redfin.com/photo/595/islphoto/B53/genIslnoResize.DC4796C00B53_1.jpg
2002,1156990,98034,Kirkland,WA,13215 NE 127th Ct Unit B,4,4,https://www.redfin.com/WA/Kirkland/13215-NE-127th-Ct-98034/unit-B/home/191084072,https://ssl.cdn-redfin.com/photo/595/islphoto/22D/genIslnoResize.4FDE2E66622D_2.jpg
908,560000,98034,Kirkland,WA,11305 NE 128th St Unit C102,2,2,https://www.redfin.com/WA/Kirkland/11305-NE-128th-St-98034/unit-C102/home/2118612,https://ssl.cdn-redfin.com/photo/1/islphoto/679/genIslnoResize.2302679_0.jpg
1023,399950,98034,Kirkland,WA,14124 74th Pl NE Unit B,2,2,https://www.redfin.com/WA/Kirkland/14124-74th-Pl-NE-98034/unit-B/home/46600,https://ssl.cdn-redfin.com/photo/1/islphoto/153/genIslnoResize.2304153_0.jpg
4485,2950000,98033,Kirkland,WA,10606 NE 109th St,5,5,https://www.redfin.com/WA/Kirkland/10606-NE-109th-St-98033/home/461829,https://ssl.cdn-redfin.com/photo/1/islphoto/379/genIslnoResize.2286379_0.jpg
3420,2350000,98033,Kirkland,WA,4106 Lake Washington Blvd NE,3,3,https://www.redfin.com/WA/Kirkland/4106-Lake-Washington-Blvd-NE-98033/home/460060,https://ssl.cdn-redfin.com/photo/1/islphoto/925/genIslnoResize.2304925_0.jpg
1505,1066900,98052,Redmond,WA,12327 137th Pl NE 3106,2,2,https://www.redfin.com/WA/Redmond/12327-137th-PL-NE-98052/unit-3106/home/193284153,https://ssl.cdn-redfin.com/photo/1/islphoto/028/genIslnoResize.2305028_0.jpg
2155,1219990,98034,Kirkland,WA,13215 NE 127th Ct Unit A,4,4,https://www.redfin.com/WA/Kirkland/13215-NE-127th-Ct-98034/unit-A/home/191084070,https://ssl.cdn-redfin.com/photo/595/islphoto/94B/genIslnoResize.06FF4DD9D94B_1.jpg
1312,1395000,98033,Kirkland,WA,743 17th Ave W,2,2,https://www.redfin.com/WA/Kirkland/743-17th-Ave-W-98033/home/193264491,https://ssl.cdn-redfin.com/photo/1/islphoto/627/genIslnoResize.2304627_0.jpg
1833,1499950,98033,Kirkland,WA,12112 NE 108th St,3,3,https://www.redfin.com/WA/Kirkland/12112-NE-108th-St-98033/home/175670354,https://ssl.cdn-redfin.com/photo/1/islphoto/009/genIslnoResize.2303009_2.jpg
1150,948000,98033,Kirkland,WA,13010 NE 73rd St,2,2,https://www.redfin.com/WA/Kirkland/13010-NE-73rd-St-98033/home/191429409,https://ssl.cdn-redfin.com/photo/1/islphoto/735/genIslnoResize.2303735_0.jpg
662,359950,98034,Kirkland,WA,11635 100th Ave NE Unit 3A,1,1,https://www.redfin.com/WA/Kirkland/11635-100th-Ave-NE-98034/unit-3A/home/5316,https://ssl.cdn-redfin.com/photo/1/islphoto/433/genIslnoResize.2303433_0.jpg
2737,2599950,98033,Kirkland,WA,1225 5th Pl,4,4,https://www.redfin.com/WA/Kirkland/1225-5th-Pl-98033/home/461206,https://ssl.cdn-redfin.com/photo/1/islphoto/037/genIslnoResize.2303037_2.jpg
2429,1541900,98052,Redmond,WA,12244 137th Pl NE Unit 20101,4,4,https://www.redfin.com/WA/Redmond/12244-137th-PL-NE-98052/unit-20-101/home/193102585,https://ssl.cdn-redfin.com/photo/595/islphoto/2C7/genIslnoResize.9608B13DF2C7_0.jpg
3387,2999950,98033,Kirkland,WA,7211 126th Ave NE,5,5,https://www.redfin.com/WA/Kirkland/7211-126th-Ave-NE-98033/home/515618,https://ssl.cdn-redfin.com/photo/1/islphoto/223/genIslnoResize.2299223_2.jpg
1977,1349995,98033,Kirkland,WA,11711 NE 78th Ct,2,2,https://www.redfin.com/WA/Kirkland/11711-NE-78th-Ct-98033/home/193044366,https://ssl.cdn-redfin.com/photo/1/islphoto/200/genIslnoResize.2301200_0.jpg
1971,1550000,98033,Kirkland,WA,8807 112th Ave NE,3,3,https://www.redfin.com/WA/Kirkland/8807-112th-Ave-NE-98033/home/191515367,https://ssl.cdn-redfin.com/photo/1/islphoto/046/genIslnoResize.2301046_0.jpg
863,420000,98034,Kirkland,WA,12429 NE 130th Ct Unit G306,2,2,https://www.redfin.com/WA/Kirkland/12429-NE-130th-Ct-98034/unit-G306/home/10509,https://ssl.cdn-redfin.com/photo/1/islphoto/246/genIslnoResize.2298246_0.jpg
1541,1239999,98033,Kirkland,WA,117 6th St Unit C,2,2,https://www.redfin.com/WA/Kirkland/117-6th-St-98033/unit-C/home/193043022,https://ssl.cdn-redfin.com/photo/1/islphoto/059/genIslnoResize.2301059_0.jpg
1315,1339900,98033,Kirkland,WA,530 19th Ave,2,2,https://www.redfin.com/WA/Kirkland/530-19th-Ave-98033/home/193043488,https://ssl.cdn-redfin.com/photo/1/islphoto/954/genIslnoResize.2299954_0.jpg
1050,1395000,98033,Kirkland,WA,515 Lake St S 205,2,2,https://www.redfin.com/WA/Kirkland/515-Lake-St-S-98033/unit-205/home/2097130,https://ssl.cdn-redfin.com/photo/1/islphoto/051/genIslnoResize.2298051_0.jpg
1000,495000,98034,Kirkland,WA,10006 NE 122nd St Unit SC,2,2,https://www.redfin.com/WA/Kirkland/10006-NE-122nd-St-98034/unit-SC/home/53936,https://ssl.cdn-redfin.com/photo/1/islphoto/136/genIslnoResize.2295136_0.jpg
1326,1299950,98033,Kirkland,WA,12529 NE 81st Dr,2,2,https://www.redfin.com/WA/Kirkland/12529-NE-81st-Dr-98033/home/193016451,https://ssl.cdn-redfin.com/photo/1/islphoto/122/genIslnoResize.2300122_1.jpg
2202,1321990,98034,Kirkland,WA,13208 NE 127th Ct Unit A,4,4,https://www.redfin.com/WA/Kirkland/13208-NE-127th-Ct-98034/unit-A/home/193015211,https://ssl.cdn-redfin.com/photo/595/islphoto/F24/genIslnoResize.758B24CD7F24_1.jpg
2390,1525000,98034,Kirkland,WA,13212 94th Ave NE,4,4,https://www.redfin.com/WA/Kirkland/13212-94th-Ave-NE-98034/home/277177,https://ssl.cdn-redfin.com/photo/1/islphoto/930/genIslnoResize.2297930_2.jpg
630,318249,98034,Kirkland,WA,12516 NE 117th Pl Unit C3,1,1,https://www.redfin.com/WA/Kirkland/12516-NE-117th-Pl-98034/unit-C3/home/58287,https://ssl.cdn-redfin.com/photo/1/islphoto/534/genIslnoResize.2300534_0.jpg
4290,4125000,98033,Kirkland,WA,332 10th Ave,5,5,https://www.redfin.com/WA/Kirkland/332-10th-Ave-98033/home/464109,https://ssl.cdn-redfin.com/photo/1/islphoto/198/genIslnoResize.2295198_4.jpg
3960,2680000,98034,Kirkland,WA,13335 Holmes Point Dr NE,5,5,https://www.redfin.com/WA/Kirkland/13335-Holmes-Point-Dr-NE-98034/home/145530515,https://ssl.cdn-redfin.com/photo/1/islphoto/261/genIslnoResize.2298261_0.jpg
1248,859000,98033,Kirkland,WA,521 7th Ave 201,2,2,https://www.redfin.com/WA/Kirkland/521-7th-Ave-98033/unit-201/home/298,https://ssl.cdn-redfin.com/photo/1/islphoto/159/genIslnoResize.2295159_1.jpg
1315,1289000,98033,Kirkland,WA,532 19th Ave Unit B,2,2,https://www.redfin.com/WA/Kirkland/532-19th-Ave-98033/unit-B/home/192940143,https://ssl.cdn-redfin.com/photo/1/islphoto/619/genIslnoResize.2297619_0.jpg
1262,880000,98033,Kirkland,WA,501 Kirkland Ave 305,2,2,https://www.redfin.com/WA/Kirkland/501-Kirkland-Ave-98033/unit-305/home/17636,https://ssl.cdn-redfin.com/system_files/media/997856_JPG/genDesktopMapHomeCardUrl/item_3.jpg
1289,1495000,98033,Kirkland,WA,745 17th Ave W,2,2,https://www.redfin.com/WA/Kirkland/745-17th-Ave-W-98033/home/192918829,https://ssl.cdn-redfin.com/photo/1/islphoto/405/genIslnoResize.2298405_1.jpg
3010,2399999,98034,Kirkland,WA,13413 NE 143rd Pl,4,4,https://www.redfin.com/WA/Kirkland/13413-NE-143rd-Pl-98034/home/511305,https://ssl.cdn-redfin.com/photo/1/islphoto/312/genIslnoResize.2298312_0.jpg
1150,898000,98034,Kirkland,WA,12719 83rd Ct NE,2,2,https://www.redfin.com/WA/Kirkland/12719-83rd-Ct-NE-98034/home/192918828,https://ssl.cdn-redfin.com/photo/1/islphoto/351/genIslnoResize.2295351_0.jpg
1288,1199000,98033,Kirkland,WA,10166 NE 113th Pl,2,2,https://www.redfin.com/WA/Kirkland/10166-NE-113th-Pl-98033/home/192901785,https://ssl.cdn-redfin.com/photo/1/islphoto/202/genIslnoResize.2298202_1.jpg
4160,3450000,98033,Kirkland,WA,305 8th Ave,4,4,https://www.redfin.com/WA/Kirkland/305-8th-Ave-98033/home/463722,https://ssl.cdn-redfin.com/photo/1/islphoto/635/genIslnoResize.2296635_0.jpg
2800,2885000,98033,Kirkland,WA,728 3rd St S,4,4,https://www.redfin.com/WA/Kirkland/728-3rd-St-S-98033/home/464315,https://ssl.cdn-redfin.com/photo/1/islphoto/547/genIslnoResize.2297547_4.jpg
1440,1320000,98033,Kirkland,WA,221 5th Ave S Unit E202,2,2,https://www.redfin.com/WA/Kirkland/221-5th-Ave-S-98033/unit-E202/home/17161,https://ssl.cdn-redfin.com/system_files/media/992952_JPG/genDesktopMapHomeCardUrl/item_22.jpg
2188,1414900,98052,Redmond,WA,12314 137th Pl NE 1903,4,4,https://www.redfin.com/WA/Redmond/12314-137th-PL-NE-98052/unit-1903/home/192867201,https://ssl.cdn-redfin.com/photo/1/islphoto/154/genIslnoResize.2297154_0.jpg
1716,2749998,98033,Kirkland,WA,827 Lake St S 208,2,2,https://www.redfin.com/WA/Kirkland/827-Lake-St-S-98033/unit-208/home/103962425,https://ssl.cdn-redfin.com/photo/1/islphoto/574/genIslnoResize.2296574_A.jpg
1117,875000,98033,Kirkland,WA,6333 Lake Washington Blvd NE 307,2,2,https://www.redfin.com/WA/Kirkland/6333-Lake-Washington-Blvd-NE-98033/unit-307/home/18065,https://ssl.cdn-redfin.com/photo/1/islphoto/137/genIslnoResize.2294137_0.jpg
820,358000,98052,Redmond,WA,6355 137th Ave NE 295,1,1,https://www.redfin.com/WA/Redmond/6355-137th-Ave-NE-98052/unit-295/home/596,https://ssl.cdn-redfin.com/photo/1/islphoto/964/genIslnoResize.2295964_0.jpg
864,400000,98034,Kirkland,WA,11504 NE 128th St 31,1,1,https://www.redfin.com/WA/Kirkland/11504-NE-128th-St-98034/unit-31/home/38030,https://ssl.cdn-redfin.com/photo/1/islphoto/001/genIslnoResize.2293001_0.jpg
2079,1377951,98033,Kirkland,WA,10820 HS 75 120TH Ln NE Unit E,4,4,https://www.redfin.com/WA/Kirkland/10820-HS-75-120th-Ln-NE-98033/unit-E/home/192786674,https://ssl.cdn-redfin.com/photo/1/islphoto/805/genIslnoResize.2295805_0.jpg
2500,2175000,98033,Kirkland,WA,11216 NE 106th Pl,4,4,https://www.redfin.com/WA/Kirkland/11216-NE-106th-Pl-98033/home/463901,https://ssl.cdn-redfin.com/photo/1/islphoto/176/genIslnoResize.2295176_0.jpg
3523,2999950,98033,Kirkland,WA,13037 NE 104th St,5,5,https://www.redfin.com/WA/Kirkland/13037-NE-104th-St-98033/home/512148,https://ssl.cdn-redfin.com/photo/1/islphoto/679/genIslnoResize.2294679_0.jpg
1952,1168000,98033,Kirkland,WA,9549 Slater Ave NE,3,3,https://www.redfin.com/WA/Kirkland/9549-Slater-Ave-NE-98033/home/145710265,https://ssl.cdn-redfin.com/photo/1/islphoto/002/genIslnoResize.2293002_1.jpg
4756,4279000,98034,Kirkland,WA,6431 NE 130th Pl,5,5,https://www.redfin.com/WA/Kirkland/6431-NE-130th-Pl-98034/home/192681158,https://ssl.cdn-redfin.com/photo/1/islphoto/177/genIslnoResize.2290177_1.jpg
5886,4512498,98033,Kirkland,WA,10105 NE 66th Ln,4,4,https://www.redfin.com/WA/Kirkland/10105-NE-66th-Ln-98033/home/463608,https://ssl.cdn-redfin.com/photo/1/islphoto/391/genIslnoResize.2293391_2.jpg
1532,898000,98033,Kirkland,WA,702 Kirkland Way 1,2,2,https://www.redfin.com/WA/Kirkland/702-Kirkland-Way-98033/unit-1/home/68521,https://ssl.cdn-redfin.com/photo/1/islphoto/347/genIslnoResize.2293347_0.jpg
1803,1189900,98052,Redmond,WA,Plan 3B Plan,3,3,https://www.redfin.com/WA/Redmond/Redmond/Plan-3B/home/188854267,https://ssl.cdn-redfin.com/photo/595/islphoto/F0C/genIslnoResize.1B385DA02F0C_1.jpg
2686,3399998,98033,Kirkland,WA,4511 Lake Washington Blvd NE 2,3,3,https://www.redfin.com/WA/Kirkland/4511-Lake-Washington-Blvd-NE-98033/unit-2/home/191514208,https://ssl.cdn-redfin.com/photo/1/islphoto/525/genIslnoResize.2284525_A.jpg
4705,5000000,98033,Kirkland,WA,325 7th Ave W,4,4,https://www.redfin.com/WA/Kirkland/325-7th-Ave-W-98033/home/463600,https://ssl.cdn-redfin.com/photo/1/islphoto/202/genIslnoResize.2293202_0.jpg
3328,1800000,98034,Kirkland,WA,12602 NE 118th St,8,8,https://www.redfin.com/WA/Kirkland/12602-NE-118th-St-98034/home/2076099,https://ssl.cdn-redfin.com/photo/1/islphoto/947/genIslnoResize.2279947_0.jpg
1325,1598000,98033,Kirkland,WA,109 2nd St S 627,2,2,https://www.redfin.com/WA/Kirkland/109-2nd-St-S-98033/unit-627/home/17414,https://ssl.cdn-redfin.com/photo/1/islphoto/892/genIslnoResize.2291892_0.jpg
1327,1279950,98033,Kirkland,WA,12527 NE 81st Dr Unit B,2,2,https://www.redfin.com/WA/Kirkland/12527-NE-81st-Dr-98033/unit-B/home/192631749,https://ssl.cdn-redfin.com/photo/1/islphoto/734/genIslnoResize.2291734_0.jpg
739,385000,98034,Kirkland,WA,12603 100th Ln NE Unit K151,1,1,https://www.redfin.com/WA/Kirkland/12603-100th-Ln-NE-98034/unit-K151/home/2087820,https://ssl.cdn-redfin.com/photo/1/islphoto/964/genIslnoResize.2289964_0.jpg
872,420000,98034,Kirkland,WA,10013 NE 123rd St Unit FA,2,2,https://www.redfin.com/WA/Kirkland/10013-NE-123rd-St-98034/unit-F-A/home/160476137,https://ssl.cdn-redfin.com/photo/1/islphoto/869/genIslnoResize.2291869_0.jpg
2858,7880000,98033,Kirkland,WA,2045 Rose Point Ln,3,3,https://www.redfin.com/WA/Kirkland/2045-Rose-Point-Ln-98033/home/280922,https://ssl.cdn-redfin.com/photo/1/islphoto/727/genIslnoResize.2291727_0.jpg
690,310000,98034,Kirkland,WA,9900 NE 124th St 1305,1,1,https://www.redfin.com/WA/Kirkland/9900-NE-124th-St-98034/unit-1305/home/103951705,https://ssl.cdn-redfin.com/photo/1/islphoto/496/genIslnoResize.2289496_0.jpg
800,849900,98033,Kirkland,WA,11 9th St,2,2,https://www.redfin.com/WA/Kirkland/11-9th-St-98033/home/462003,https://ssl.cdn-redfin.com/photo/1/islphoto/623/genIslnoResize.2287623_0.jpg
1510,1690000,98033,Kirkland,WA,12052 NE 100th St,3,3,https://www.redfin.com/WA/Kirkland/12052-NE-100th-St-98033/home/511188,https://ssl.cdn-redfin.com/photo/1/islphoto/109/genIslnoResize.2291109_0.jpg
1750,1200000,98034,Kirkland,WA,14004 113th Ave NE,4,4,https://www.redfin.com/WA/Kirkland/14004-113th-Ave-NE-98034/home/457211,https://ssl.cdn-redfin.com/photo/1/islphoto/072/genIslnoResize.2291072_4.jpg
1066,484950,98034,Kirkland,WA,12703 129th Ct NE Unit H102,2,2,https://www.redfin.com/WA/Kirkland/12703-NE-129th-Ct-98034/unit-H102/home/192562485,https://ssl.cdn-redfin.com/photo/1/islphoto/818/genIslnoResize.2260818_2.jpg
1810,1599950,98033,Kirkland,WA,8008 126th Ave NE,3,3,https://www.redfin.com/WA/Kirkland/8008-126th-Ave-NE-98033/home/191190597,https://ssl.cdn-redfin.com/photo/1/islphoto/320/genIslnoResize.2290320_0.jpg
1899,1159000,98033,Kirkland,WA,9543 Slater Ave NE,3,3,https://www.redfin.com/WA/Kirkland/9543-Slater-Ave-NE-98033/home/21616488,https://ssl.cdn-redfin.com/photo/1/islphoto/947/genIslnoResize.2289947_1.jpg
3125,2499850,98033,Kirkland,WA,7536 126th Ave NE,4,4,https://www.redfin.com/WA/Kirkland/7536-126th-Ave-NE-98033/home/515898,https://ssl.cdn-redfin.com/photo/1/islphoto/072/genIslnoResize.2289072_0.jpg
1380,1398000,98033,Kirkland,WA,11527 113th Pl NE,3,3,https://www.redfin.com/WA/Kirkland/11527-113th-Pl-NE-98033/home/462406,https://ssl.cdn-redfin.com/photo/1/islphoto/909/genIslnoResize.2289909_0.jpg
1870,1299995,98033,Kirkland,WA,11243 115th Pl NE,4,4,https://www.redfin.com/WA/Kirkland/11243-115th-Pl-NE-98033/home/464120,https://ssl.cdn-redfin.com/photo/1/islphoto/750/genIslnoResize.2288750_0.jpg
1254,899000,98034,Kirkland,WA,9330 NE Juanita Dr 305,2,2,https://www.redfin.com/WA/Kirkland/9330-NE-Juanita-Dr-98034/unit-305/home/52791,https://ssl.cdn-redfin.com/photo/1/islphoto/838/genIslnoResize.2288838_0.jpg
2659,3250000,98004,Yarrow Point,WA,9407 NE 37th Pl,4,4,https://www.redfin.com/WA/Yarrow-Point/9407-NE-37th-Pl-98004/home/250200,https://ssl.cdn-redfin.com/photo/1/islphoto/100/genIslnoResize.2288100_0.jpg
1416,750000,98033,Kirkland,WA,408 2nd Ave S 103,2,2,https://www.redfin.com/WA/Kirkland/408-2nd-Ave-S-98033/unit-103/home/24478,https://ssl.cdn-redfin.com/photo/1/islphoto/399/genIslnoResize.2282399_0.jpg
1904,1217425,98033,Kirkland,WA,10828 HS 84 120TH Ln NE Unit D,4,4,https://www.redfin.com/WA/Kirkland/10828-HS-84-120th-Ln-NE-98033/unit-D/home/192406910,https://ssl.cdn-redfin.com/photo/1/islphoto/932/genIslnoResize.2287932_0.jpg
1921,1199995,98072,Woodinville,WA,13315 NE 143rd Ct 66,4,4,https://www.redfin.com/WA/Woodinville/13315-NE-143rd-Ct-98072/unit-66/home/192402353,https://ssl.cdn-redfin.com/photo/1/islphoto/599/genIslnoResize.2287599_1.jpg
917,650000,98033,Kirkland,WA,11412 102nd Ct NE,2,2,https://www.redfin.com/WA/Kirkland/11412-102nd-Ct-NE-98033/home/179836403,https://ssl.cdn-redfin.com/system_files/media/984656_JPG/genDesktopMapHomeCardUrl/item_4.jpg
5600,2885000,98034,Kirkland,WA,6324 NE 130th Pl,5,5,https://www.redfin.com/WA/Kirkland/6324-NE-130th-Pl-98034/home/280870,https://ssl.cdn-redfin.com/photo/1/islphoto/123/genIslnoResize.2287123_0.jpg
2740,2300000,98033,Kirkland,WA,11215 NE 87th St,3,3,https://www.redfin.com/WA/Kirkland/11215-NE-87th-St-98033/home/2068352,https://ssl.cdn-redfin.com/photo/1/islphoto/964/genIslnoResize.2286964_0.jpg
2590,2275000,98033,Kirkland,WA,11227 NE 53rd St,4,4,https://www.redfin.com/WA/Kirkland/11227-NE-53rd-St-98033/home/460572,https://ssl.cdn-redfin.com/photo/1/islphoto/613/genIslnoResize.2284613_0.jpg
4127,3700000,98033,Kirkland,WA,4521 108th Ave NE,5,5,https://www.redfin.com/WA/Kirkland/4521-108th-Ave-NE-98033/home/460387,https://ssl.cdn-redfin.com/photo/1/islphoto/923/genIslnoResize.2282923_0.jpg
1655,899950,98033,Kirkland,WA,703 4th Ave 105,2,2,https://www.redfin.com/WA/Kirkland/703-4th-Ave-98033/unit-105/home/4492,https://ssl.cdn-redfin.com/photo/1/islphoto/567/genIslnoResize.2285567_1.jpg
2350,2350000,98033,Kirkland,WA,10115 NE 62nd St 400,2,2,https://www.redfin.com/WA/Kirkland/10115-NE-62nd-St-98033/unit-400/home/44417,https://ssl.cdn-redfin.com/photo/1/islphoto/185/genIslnoResize.2286185_1.jpg
1539,1069900,98052,Redmond,WA,Plan 2C Plan,2,2,https://www.redfin.com/WA/Redmond/Redmond/Plan-2C/home/188825778,https://ssl.cdn-redfin.com/photo/595/islphoto/7BC/genIslnoResize.28CCAABA27BC_2.jpg
985,514000,98034,Kirkland,WA,12630 100th Ln NE Unit G134,2,2,https://www.redfin.com/WA/Kirkland/12630-100th-Ln-NE-98034/unit-G134/home/2083336,https://ssl.cdn-redfin.com/photo/1/islphoto/927/genIslnoResize.2264927_0.jpg
1904,1274995,98033,Kirkland,WA,Maryhill Plan,4,4,https://www.redfin.com/WA/Kirkland/Kirkland/Maryhill/home/192165142,https://ssl.cdn-redfin.com/photo/595/islphoto/1C4/genIslnoResize.734A805521C4_0.jpg
2079,1429995,98033,Kirkland,WA,Kinney Plan,4,4,https://www.redfin.com/WA/Kirkland/Kirkland/Kinney/home/192165138,https://ssl.cdn-redfin.com/photo/595/islphoto/33C/genIslnoResize.4A20E76FF33C_0.jpg
2400,1200000,98034,Kirkland,WA,13808 Holmes Point Dr NE,4,4,https://www.redfin.com/WA/Kirkland/13808-Holmes-Point-Dr-NE-98034/home/280161,https://ssl.cdn-redfin.com/photo/1/islphoto/632/genIslnoResize.2272632_1.jpg
1921,1174995,98072,Woodinville,WA,13350 NE 143rd Ct,4,4,https://www.redfin.com/WA/Woodinville/13350-NE-143rd-Ct-98072/home/192109662,https://ssl.cdn-redfin.com/photo/595/islphoto/E49/genIslnoResize.B22EA1A43E49_0.jpg
5539,12885000,98033,Kirkland,WA,407 408 5th Ave W,4,4,https://www.redfin.com/WA/Kirkland/407-5th-Ave-W-98033/home/280550,https://ssl.cdn-redfin.com/photo/1/islphoto/834/genIslnoResize.2277834_0.jpg
1904,1289676,98033,Kirkland,WA,10824 HS 77 120TH Ln NE Unit D,4,4,https://www.redfin.com/WA/Kirkland/10824-HS-77-120th-Ln-NE-98033/unit-D/home/192108254,https://ssl.cdn-redfin.com/photo/1/islphoto/142/genIslnoResize.2279142_0.jpg
1921,1174995,98072,Woodinville,WA,13350 NE 143rd Ct 55,4,4,https://www.redfin.com/WA/Woodinville/13350-NE-143rd-Ct-98072/unit-55/home/192108012,https://ssl.cdn-redfin.com/photo/1/islphoto/584/genIslnoResize.2278584_2.jpg
3295,2595000,98033,Kirkland,WA,9112 125th Ave NE,5,5,https://www.redfin.com/WA/Kirkland/9112-125th-Ave-NE-98033/home/192097564,https://ssl.cdn-redfin.com/photo/1/islphoto/583/genIslnoResize.2278583_1.jpg
3140,2998000,98033,Kirkland,WA,726 18th Ave W,4,4,https://www.redfin.com/WA/Kirkland/726-18th-Ave-W-98033/home/462206,https://ssl.cdn-redfin.com/photo/1/islphoto/754/genIslnoResize.2271754_0.jpg
4154,3399850,98033,Kirkland,WA,12004 NE 62nd St,4,4,https://www.redfin.com/WA/Kirkland/12004-NE-62nd-St-98033/home/515020,https://ssl.cdn-redfin.com/photo/1/islphoto/901/genIslnoResize.2272901_0.jpg
1054,575000,98004,Bellevue,WA,3927 108th Ave NE Unit A202,2,2,https://www.redfin.com/WA/Bellevue/3927-108th-Ave-NE-98004/unit-A202/home/12425476,https://ssl.cdn-redfin.com/photo/1/islphoto/364/genIslnoResize.2274364_2.jpg
2818,2550000,98033,Kirkland,WA,1852 Market St Unit A,4,4,https://www.redfin.com/WA/Kirkland/1852-Market-St-98033/unit-A/home/191967902,https://ssl.cdn-redfin.com/photo/1/islphoto/222/genIslnoResize.2274222_1.jpg
1351,1124000,98033,Kirkland,WA,520 4th St 31,2,2,https://www.redfin.com/WA/Kirkland/520-4th-St-98033/unit-31/home/28569,https://ssl.cdn-redfin.com/photo/1/islphoto/455/genIslnoResize.2274455_1.jpg
2665,2165000,98033,Kirkland,WA,1829 4th St Unit A,3,3,https://www.redfin.com/WA/Kirkland/1829-4th-St-98033/unit-A/home/191946910,https://ssl.cdn-redfin.com/photo/1/islphoto/395/genIslnoResize.2274395_2.jpg
2202,1256990,98034,Kirkland,WA,E22B Plan,4,4,https://www.redfin.com/WA/Kirkland/Kirkland/E22B/home/191847029,https://ssl.cdn-redfin.com/photo/595/islphoto/F97/genIslnoResize.B47B8223FF97_0.jpg
1216,695000,98033,Kirkland,WA,6711 110th Ave NE Unit B3,2,2,https://www.redfin.com/WA/Kirkland/6711-110th-Ave-NE-98033/unit-B3/home/29106,https://ssl.cdn-redfin.com/photo/1/islphoto/761/genIslnoResize.2259761_2.jpg
1377,1295000,98034,Kirkland,WA,9727 NE Juanita Dr 410,2,2,https://www.redfin.com/WA/Kirkland/9727-NE-Juanita-Dr-98034/unit-410/home/70026,https://ssl.cdn-redfin.com/photo/1/islphoto/898/genIslnoResize.2248898_0.jpg
2155,1219990,98034,Kirkland,WA,A24 Plan,4,4,https://www.redfin.com/WA/Kirkland/Kirkland/A24/home/191847030,https://ssl.cdn-redfin.com/photo/595/islphoto/E1F/genIslnoResize.6574487BBE1F_0.jpg
2002,1159990,98034,Kirkland,WA,A22 Plan,4,4,https://www.redfin.com/WA/Kirkland/Kirkland/A22/home/191847028,https://ssl.cdn-redfin.com/photo/595/islphoto/941/genIslnoResize.C0B4F9100941_0.jpg
2202,1304990,98034,Kirkland,WA,E22A Plan,4,4,https://www.redfin.com/WA/Kirkland/Kirkland/E22A/home/191846960,https://ssl.cdn-redfin.com/photo/595/islphoto/624/genIslnoResize.FF4EC9E15624_0.jpg
