Square Feet,Price,Zip,City,State,Street Address,Bedrooms,Bathrooms,URL,Image
,950000,98004,Bellevue,WA,9858 NE 34th Pl,,,https://www.redfin.com/WA/Bellevue/9858-NE-34th-St-98004/home/171054802,https://ssl.cdn-redfin.com/photo/1/islphoto/819/genIslnoResize.2237819_0.jpg
,9995000,98006,Bellevue,WA,0 XXX SE Newport Way,,,https://www.redfin.com/WA/Bellevue/0-XXX-SE-Newport-Way-98006/home/190378167,https://ssl.cdn-redfin.com/photo/1/islphoto/575/genIslnoResize.2217575_0.jpg
,1475000,98004,Bellevue,WA,3724 116th Ave NE,,,https://www.redfin.com/WA/Bellevue/3724-116th-Ave-NE-98004/home/429785,https://ssl.cdn-redfin.com/photo/1/islphoto/014/genIslnoResize.2216014_1.jpg
,2499000,98006,Bellevue,WA,17701 SE 60TH St,,,https://www.redfin.com/WA/Bellevue/17701-SE-60th-St-98006/home/178525915,https://ssl.cdn-redfin.com/photo/1/islphoto/056/genIslnoResize.2180056_0.jpg
,599000,98006,Bellevue,WA,17760 SE 62nd Pl Lot 9,,,https://www.redfin.com/WA/Bellevue/17760-SE-62nd-Pl-98006/unit-9/home/188571793,https://ssl.cdn-redfin.com/photo/1/islphoto/037/genIslnoResize.2180037_0.jpg
,747000,98056,Newcastle,WA,0 xx SE 66th St,,,https://www.redfin.com/WA/Renton/0-xx-SE-66th-St-98056/home/179812611,https://ssl.cdn-redfin.com/photo/1/islphoto/882/genIslnoResize.2043882_0.jpg
,15000000,98007,Bellevue,WA,2457 Kamber Rd,,,https://www.redfin.com/WA/Bellevue/2457-Kamber-Rd-98007/home/17506213,https://ssl.cdn-redfin.com/photo/1/islphoto/005/genIslnoResize.600005_2.jpg
1891,849995,98010,Black Diamond,WA,23530 Lot 23 SE Logan St,2,2,https://www.redfin.com/WA/Black-Diamond/23530-Lot-23-SE-Logan-St-98010/home/193545900,https://ssl.cdn-redfin.com/photo/1/islphoto/155/genIslnoResize.2311155_0.jpg
3360,1599000,98010,Black Diamond,WA,28928 218th Ave SE,6,6,https://www.redfin.com/WA/Black-Diamond/28928-218th-Ave-SE-98010/home/377607,https://ssl.cdn-redfin.com/photo/1/islphoto/563/genIslnoResize.2309563_0.jpg
3060,1045000,98010,Maple Valley,WA,29017 238th Ave SE,5,5,https://www.redfin.com/WA/Maple-Valley/29017-238th-Ave-SE-98038/home/192406133,https://ssl.cdn-redfin.com/system_files/media/984752_JPG/genDesktopMapHomeCardUrl/item_15.jpg
1809,894855,98010,Black Diamond,WA,33640 Site 202 Basswood Ave SE,2,2,https://www.redfin.com/WA/Black-Diamond/33640-Site-202-Basswood-Ave-SE-98010/home/193518417,https://ssl.cdn-redfin.com/photo/1/islphoto/626/genIslnoResize.2306626_0.jpg
1418,744995,98010,Black Diamond,WA,33720 Buckeye Ave SE,2,2,https://www.redfin.com/WA/Unknown/33720-Buckeye-Ave-Se-Unknown/home/190253847,https://ssl.cdn-redfin.com/photo/595/islphoto/617/genIslnoResize.ED58278F1617_0.jpg
2110,885000,98010,Black Diamond,WA,32610 224th Pl SE,3,3,https://www.redfin.com/WA/Black-Diamond/32610-224th-Pl-SE-98010/home/379022,https://ssl.cdn-redfin.com/photo/1/islphoto/543/genIslnoResize.2309543_1.jpg
1560,669900,98010,Black Diamond,WA,29219 217th Pl SE 3,2,2,https://www.redfin.com/WA/Black-Diamond/29219-217th-Pl-SE-98010/unit-3/home/193435526,https://ssl.cdn-redfin.com/photo/1/islphoto/691/genIslnoResize.2308691_1.jpg
1390,619900,98010,Black Diamond,WA,29243 217th Pl SE 7,2,2,https://www.redfin.com/WA/Black-Diamond/29243-217th-Pl-SE-98010/unit-7/home/189533468,https://ssl.cdn-redfin.com/photo/1/islphoto/700/genIslnoResize.2308700_0.jpg
1660,729900,98010,Black Diamond,WA,21719 SE 292nd Pl 12,2,2,https://www.redfin.com/WA/Black-Diamond/21719-SE-292nd-St-98010/unit-12/home/193435515,https://ssl.cdn-redfin.com/photo/1/islphoto/676/genIslnoResize.2308676_0.jpg
1678,780000,98010,Black Diamond,WA,29231 217th Pl SE,2,2,https://www.redfin.com/WA/Black-Diamond/29231-217th-Pl-SE-98010/home/187464496,https://ssl.cdn-redfin.com/photo/1/islphoto/559/genIslnoResize.2308559_0.jpg
1552,736900,98010,Black Diamond,WA,21767 SE 292nd Pl,2,2,https://www.redfin.com/WA/Black-Diamond/21767-SE-292nd-Pl-98010/home/187464507,https://ssl.cdn-redfin.com/photo/595/islphoto/C67/genIslnoResize.3ABDE342AC67_0.jpg
1552,670295,98010,Black Diamond,WA,29219 217th Pl SE,2,2,https://www.redfin.com/WA/Black-Diamond/29219-217th-Pl-SE-98010/home/184938920,https://ssl.cdn-redfin.com/photo/595/islphoto/962/genIslnoResize.18DFEB837962_0.jpg
1290,639950,98010,Black Diamond,WA,28931 218 Ave SE,3,3,https://www.redfin.com/WA/Black-Diamond/28931-218th-Ave-SE-98010/home/377853,https://ssl.cdn-redfin.com/photo/1/islphoto/039/genIslnoResize.2307039_0.jpg
2045,941065,98010,Black Diamond,WA,23864 Site 191 SE Sequoia St,3,3,https://www.redfin.com/WA/Black-Diamond/23864-Site-191-SE-Sequoia-St-98010/home/193364545,https://ssl.cdn-redfin.com/photo/1/islphoto/594/genIslnoResize.2306594_0.jpg
1549,794060,98010,Black Diamond,WA,33858 Site 215 Calla Lilly Pl SE,2,2,https://www.redfin.com/WA/Black-Diamond/33858-Site-215-Calla-Lilly-Pl-SE-98010/home/193364525,https://ssl.cdn-redfin.com/photo/1/islphoto/470/genIslnoResize.2306470_0.jpg
1163,399950,98010,Black Diamond,WA,25123 Roberts Dr 217,2,2,https://www.redfin.com/WA/Black-Diamond/25123-Roberts-Dr-98010/unit-217/home/6861,https://ssl.cdn-redfin.com/photo/1/islphoto/294/genIslnoResize.2283294_0.jpg
1296,250000,98010,Black Diamond,WA,31108 3rd Ave 405,3,3,https://www.redfin.com/WA/Black-Diamond/31108-3rd-Ave-98010/unit-405/home/193299652,https://ssl.cdn-redfin.com/photo/1/islphoto/694/genIslnoResize.2303694_0.jpg
3010,825000,98010,Black Diamond,WA,25322 Cumberland Way,3,3,https://www.redfin.com/WA/Black-Diamond/25322-Cumberland-Way-98010/home/379052,https://ssl.cdn-redfin.com/system_files/media/1005472_JPG/genDesktopMapHomeCardUrl/item_3.jpg
3270,845000,98010,Black Diamond,WA,32960 SE Cottonwood St,5,5,https://www.redfin.com/WA/Black-Diamond/32960-SE-Cottonwood-St-98010/home/171932605,https://ssl.cdn-redfin.com/photo/1/islphoto/028/genIslnoResize.2298028_0.jpg
1100,399950,98010,Black Diamond,WA,25123 Roberts Dr 316,2,2,https://www.redfin.com/WA/Black-Diamond/25123-Roberts-Dr-98010/unit-316/home/60824,https://ssl.cdn-redfin.com/photo/1/islphoto/131/genIslnoResize.2297131_1.jpg
2060,1174950,98010,Black Diamond,WA,33262 Liberty Ave SE,3,3,https://www.redfin.com/WA/Black-Diamond/33262-Liberty-Ave-SE-98010/home/179582673,https://ssl.cdn-redfin.com/photo/1/islphoto/407/genIslnoResize.2295407_2.jpg
1827,859995,98010,Black Diamond,WA,33177 Liberty Ave SE,2,2,https://www.redfin.com/WA/Black-Diamond/33177-Liberty-Ave-SE-98010/home/184530551,https://ssl.cdn-redfin.com/photo/595/islphoto/21A/genIslnoResize.A548C16A621A_1.jpg
1547,549000,98010,Black Diamond,WA,31022 229th Ave SE,3,3,https://www.redfin.com/WA/Black-Diamond/31022-229th-Ave-SE-98010/home/2090396,https://ssl.cdn-redfin.com/photo/1/islphoto/933/genIslnoResize.2294933_1.jpg
1475,662840,98010,Black Diamond,WA,33821 Site 155 Buckeye Ave SE,2,2,https://www.redfin.com/WA/Black-Diamond/33821-Site-155-Buckeye-Ave-SE-98010/home/192761222,https://ssl.cdn-redfin.com/photo/1/islphoto/170/genIslnoResize.2295170_0.jpg
1678,699900,98010,Black Diamond,WA,29208 217th Pl SE,2,2,https://www.redfin.com/WA/Black-Diamond/29208-217th-Pl-SE-98010/home/187464519,https://ssl.cdn-redfin.com/photo/595/islphoto/851/genIslnoResize.56D7727D5851_0.jpg
1342,619900,98010,Black Diamond,WA,Muros Plan,2,2,https://www.redfin.com/WA/Black-Diamond/Black-Diamond/Muros/home/188303129,https://ssl.cdn-redfin.com/photo/595/islphoto/AF8/genIslnoResize.FCF664084AF8_0.jpg
1678,699900,98010,Black Diamond,WA,Valletta Plan,2,2,https://www.redfin.com/WA/Black-Diamond/Black-Diamond/Valletta/home/188301810,https://ssl.cdn-redfin.com/photo/595/islphoto/EB4/genIslnoResize.76753963FEB4_0.jpg
1552,670295,98010,Black Diamond,WA,Evia Plan,2,2,https://www.redfin.com/WA/Black-Diamond/Black-Diamond/Evia/home/188301999,https://ssl.cdn-redfin.com/photo/595/islphoto/2DE/genIslnoResize.C85D384582DE_0.jpg
1678,699900,98010,Black Diamond,WA,29208 217th Pl SE 34,2,2,https://www.redfin.com/WA/Black-Diamond/29208-217th-Pl-SE-98010/unit-34/home/192405850,https://ssl.cdn-redfin.com/photo/1/islphoto/833/genIslnoResize.2287833_0.jpg
3612,995000,98010,Black Diamond,WA,31035 229th Ave SE,4,4,https://www.redfin.com/WA/Black-Diamond/31035-229th-Ave-SE-98010/home/376788,https://ssl.cdn-redfin.com/photo/1/islphoto/719/genIslnoResize.2285719_0.jpg
1220,574900,98038,Maple Valley,WA,28709 232nd Ct SE,3,3,https://www.redfin.com/WA/Maple-Valley/28709-232nd-Ct-SE-98038/home/377822,https://ssl.cdn-redfin.com/photo/1/islphoto/492/genIslnoResize.2285492_1.jpg
2900,799950,98010,Black Diamond,WA,25401 Kanasket Dr,5,5,https://www.redfin.com/WA/Black-Diamond/25401-Kanasket-Dr-98010/home/378432,https://ssl.cdn-redfin.com/photo/1/islphoto/761/genIslnoResize.2270761_0.jpg
1342,649900,98010,Black Diamond,WA,29227 217th Ct SE,2,2,https://www.redfin.com/WA/Black-Diamond/29227-217th-Ct-SE-98010/home/187464514,https://ssl.cdn-redfin.com/photo/595/islphoto/E1E/genIslnoResize.90618B8A2E1E_2.jpg
1000,160000,98010,Black Diamond,WA,31108 3rd Ave 105,2,2,https://www.redfin.com/WA/Black-Diamond/31108-3rd-Ave-98010/unit-105/home/191752776,https://ssl.cdn-redfin.com/photo/1/islphoto/798/genIslnoResize.2264798_0.jpg
1809,828490,98010,Black Diamond,WA,33107 Site 142 Liberty Ave SE,2,2,https://www.redfin.com/WA/Black-Diamond/33107-Liberty-Ave-SE-98010/home/184530556,https://ssl.cdn-redfin.com/photo/1/islphoto/739/genIslnoResize.2250739_0.jpg
1678,762320,98010,Black Diamond,WA,21761 SE 292nd Pl 19,2,2,https://www.redfin.com/WA/Black-Diamond/21761-SE-292nd-Pl-98010/unit-19/home/191440683,https://ssl.cdn-redfin.com/photo/1/islphoto/135/genIslnoResize.2258135_1.jpg
1342,649900,98010,Black Diamond,WA,29227 217th Ct SE 27,2,2,https://www.redfin.com/WA/Black-Diamond/29227-217th-CT-SE-98010/unit-27/home/187984069,https://ssl.cdn-redfin.com/photo/1/islphoto/323/genIslnoResize.2255323_2.jpg
1891,864995,98010,Black Diamond,WA,33233 Spruce Ave,2,2,https://www.redfin.com/WA/Black-Diamond/33233-Spruce-Ave-SE-98010/home/184530541,https://ssl.cdn-redfin.com/photo/595/islphoto/43D/genIslnoResize.396EAFD4343D_1.jpg
1607,763760,98010,Black Diamond,WA,23815 Site 210 SE Sequoia St,2,2,https://www.redfin.com/WA/Black-Diamond/23815-Site-210-SE-Sequoia-St-98010/home/191248644,https://ssl.cdn-redfin.com/photo/1/islphoto/939/genIslnoResize.2253939_0.jpg
2020,620000,98010,Black Diamond,WA,32330 2nd Ave,4,4,https://www.redfin.com/WA/Black-Diamond/32330-2nd-Ave-98010/home/379197,https://ssl.cdn-redfin.com/photo/1/islphoto/091/genIslnoResize.2252091_0.jpg
2197,894995,98010,Black Diamond,WA,Tucana Plan,3,3,https://www.redfin.com/WA/Black-Diamond/Black-Diamond/Tucana/home/190970006,https://ssl.cdn-redfin.com/photo/595/islphoto/1FC/genIslnoResize.C55AD96D31FC_3.jpg
2214,904995,98010,Black Diamond,WA,Vela Plan,2,2,https://www.redfin.com/WA/Black-Diamond/Black-Diamond/Vela/home/190904657,https://ssl.cdn-redfin.com/photo/595/islphoto/C61/genIslnoResize.51834B8CAC61_0.jpg
2953,959995,98010,Black Diamond,WA,24142 Camas Pl SE,4,4,https://www.redfin.com/WA/Black-Diamond/24142-Camas-Pl-SE-98010/home/178441241,https://ssl.cdn-redfin.com/photo/595/islphoto/3BE/genIslnoResize.E4CC0AE503BE_0.jpg
4819,1399990,98010,Black Diamond,WA,33353 Walnut Ave SE,7,7,https://www.redfin.com/WA/Black-Diamond/33353-Walnut-Ave-SE-98010/home/176362566,https://ssl.cdn-redfin.com/photo/1/islphoto/818/genIslnoResize.2159818_1.jpg
1552,729900,98010,Black Diamond,WA,21719 SE 292nd Pl,2,2,https://www.redfin.com/WA/Black-Diamond/21719-SE-292nd-Pl-98010/home/187464501,https://ssl.cdn-redfin.com/photo/595/islphoto/31E/genIslnoResize.6BBF942E431E_2.jpg
1827,789995,98010,Black Diamond,WA,23559 Site 134 SE Wisteria St,2,2,https://www.redfin.com/WA/Black-Diamond/23559-SE-Wisteria-St-98010/home/184530548,https://ssl.cdn-redfin.com/photo/1/islphoto/078/genIslnoResize.2209078_5.jpg
1418,748783,98010,Black Diamond,WA,33720 Site 164 Buckeye Ave SE,2,2,https://www.redfin.com/WA/Black-Diamond/33720-Site-164-Buckeye-Ave-SE-98010/home/189718032,https://ssl.cdn-redfin.com/photo/1/islphoto/337/genIslnoResize.2199337_0.jpg
1389,701415,98010,Black Diamond,WA,33748 Site 174 Buckeye Ave SE,2,2,https://www.redfin.com/WA/Black-Diamond/33748-Site-174-Buckeye-Ave-SE-98010/home/189553120,https://ssl.cdn-redfin.com/photo/1/islphoto/115/genIslnoResize.2195115_0.jpg
1389,663820,98010,Black Diamond,WA,33726 Site 175 Buckey Ave SE,2,2,https://www.redfin.com/WA/Black-Diamond/33726-Site-175-Buckeye-Ave-SE-98010/home/189367316,https://ssl.cdn-redfin.com/photo/1/islphoto/217/genIslnoResize.2191217_0.jpg
1590,679995,98010,Black Diamond,WA,Zenith Plan,2,2,https://www.redfin.com/WA/Black-Diamond/Black-Diamond/Zenith/home/189120891,https://ssl.cdn-redfin.com/photo/595/islphoto/3D7/genIslnoResize.D15D8512B3D7_2.jpg
1418,644995,98010,Black Diamond,WA,Lynx Plan,2,2,https://www.redfin.com/WA/Black-Diamond/Black-Diamond/Lynx/home/189120890,https://ssl.cdn-redfin.com/photo/595/islphoto/7B7/genIslnoResize.3BE42B9947B7_1.jpg
1891,839085,98010,Black Diamond,WA,Solaris Plan,2,2,https://www.redfin.com/WA/Black-Diamond/Black-Diamond/Solaris/home/188284204,https://ssl.cdn-redfin.com/photo/595/islphoto/E95/genIslnoResize.19540D60FE95_1.jpg
1607,693735,98010,Black Diamond,WA,Sirius Plan,2,2,https://www.redfin.com/WA/Black-Diamond/Black-Diamond/Sirius/home/188284145,https://ssl.cdn-redfin.com/photo/595/islphoto/FD6/genIslnoResize.1DBC0F725FD6_1.jpg
1827,814901,98010,Black Diamond,WA,Lyra Plan,2,2,https://www.redfin.com/WA/Black-Diamond/Black-Diamond/Lyra/home/188281786,https://ssl.cdn-redfin.com/photo/595/islphoto/74C/genIslnoResize.115AFC22274C_1.jpg
1475,649995,98010,Black Diamond,WA,Meissa Plan,2,2,https://www.redfin.com/WA/Black-Diamond/Black-Diamond/Meissa/home/188285146,https://ssl.cdn-redfin.com/photo/595/islphoto/03A/genIslnoResize.3BEF11CEF03A_3.jpg
1340,619995,98010,Black Diamond,WA,Aquila Plan,2,2,https://www.redfin.com/WA/Black-Diamond/Black-Diamond/Aquila/home/188265115,https://ssl.cdn-redfin.com/photo/595/islphoto/A47/genIslnoResize.5F94230FFA47_1.jpg
1549,698551,98010,Black Diamond,WA,Ellipse Plan,2,2,https://www.redfin.com/WA/Black-Diamond/Black-Diamond/Ellipse/home/188285773,https://ssl.cdn-redfin.com/photo/595/islphoto/D0D/genIslnoResize.EC0D0123BD0D_1.jpg
2061,884995,98010,Black Diamond,WA,Dorado Plan,2,2,https://www.redfin.com/WA/Black-Diamond/Black-Diamond/Dorado/home/188284087,https://ssl.cdn-redfin.com/photo/595/islphoto/4E7/genIslnoResize.C94A9D86E4E7_0.jpg
1361,688181,98010,Black Diamond,WA,Carina Plan,2,2,https://www.redfin.com/WA/Black-Diamond/Black-Diamond/Carina/home/188283838,https://ssl.cdn-redfin.com/photo/595/islphoto/82C/genIslnoResize.D02F9FF9F82C_1.jpg
1389,624995,98010,Black Diamond,WA,Cyrus Plan,2,2,https://www.redfin.com/WA/Black-Diamond/Black-Diamond/Cyrus/home/188264782,https://ssl.cdn-redfin.com/photo/595/islphoto/1BA/genIslnoResize.809655C4B1BA_1.jpg
1809,799901,98010,Black Diamond,WA,Corvus Plan,2,2,https://www.redfin.com/WA/Black-Diamond/Black-Diamond/Corvus/home/188286341,https://ssl.cdn-redfin.com/photo/595/islphoto/385/genIslnoResize.C92790587385_0.jpg
2014,435000,98010,Black Diamond,WA,32910 5th Ave,3,3,https://www.redfin.com/WA/Black-Diamond/32910-5th-Ave-98010/home/379535,https://ssl.cdn-redfin.com/photo/1/islphoto/825/genIslnoResize.2182825_1.jpg
1891,824995,98010,Black Diamond,WA,23530 SE Logan St,2,2,https://www.redfin.com/WA/Black-Diamond/23530-SE-Logan-St-98010/home/179582609,https://ssl.cdn-redfin.com/photo/595/islphoto/799/genIslnoResize.C5EDBF156799_1.jpg
1342,619900,98010,Black Diamond,WA,29243 217th Pl SE,2,2,https://www.redfin.com/WA/Black-Diamond/29243-217th-Pl-SE-98010/home/186922624,https://ssl.cdn-redfin.com/photo/595/islphoto/66E/genIslnoResize.35034ED6766E_2.jpg
,249000,98010,Black Diamond,WA,2700 SE Green River Gorge Rd,,,https://www.redfin.com/WA/Black-Diamond/2700-SE-Green-River-Gorge-Rd-98010/home/190395577,https://ssl.cdn-redfin.com/photo/1/islphoto/612/genIslnoResize.2301612_0.jpg
,149999,98010,Black Diamond,WA,320 Railroad Ave,,,https://www.redfin.com/WA/Black-Diamond/320-Railroad-Ave-98010/home/175150991,https://ssl.cdn-redfin.com/photo/1/islphoto/517/genIslnoResize.2259517_0.jpg
,999999,98010,Black Diamond,WA,24318 Roberts Dr,,,https://www.redfin.com/WA/Black-Diamond/24318-Roberts-Dr-98010/home/173640588,https://ssl.cdn-redfin.com/photo/1/islphoto/700/genIslnoResize.2246700_0.jpg
2605,1298000,98012,Bothell,WA,19401 7th Ave SE,4,4,https://www.redfin.com/WA/Bothell/19401-7th-Ave-SE-98012/home/35654591,https://ssl.cdn-redfin.com/photo/1/islphoto/388/genIslnoResize.2313388_0.jpg
3500,1925000,98011,Bothell,WA,12156 NE 170thLOT1 Pl,6,6,https://www.redfin.com/WA/Bothell/12156-NE-170th-Pl-98011/home/193676173,https://ssl.cdn-redfin.com/photo/1/islphoto/680/genIslnoResize.2312680_0.jpg
965,484000,98011,Bothell,WA,15300 112th Ave NE Unit C208,2,2,https://www.redfin.com/WA/Bothell/15300-112th-Ave-NE-98011/unit-C208/home/22397735,https://ssl.cdn-redfin.com/photo/1/islphoto/111/genIslnoResize.2313111_0.jpg
1588,850000,98021,Bothell,WA,5 234th Pl SE,3,3,https://www.redfin.com/WA/Bothell/5-234th-Pl-SW-98021/home/2733639,https://ssl.cdn-redfin.com/photo/1/islphoto/050/genIslnoResize.2313050_0.jpg
3378,1733809,98021,Bothell,WA,3807 239th Homesite 8 St SE,5,5,https://www.redfin.com/WA/Bothell/3807-239th-St-SE-98021/home/193386704,https://ssl.cdn-redfin.com/photo/1/islphoto/901/genIslnoResize.2312901_0.jpg
2733,1526631,98021,Bothell,WA,23906 38th Homesite 5 Ave SE,4,4,https://www.redfin.com/WA/Bothell/23906-5th-Ave-SE-98021/home/192597448,https://ssl.cdn-redfin.com/photo/1/islphoto/892/genIslnoResize.2312892_0.jpg
2670,1149950,98011,Bothell,WA,8837 NE 173rd Pl Unit B,4,4,https://www.redfin.com/WA/Bothell/8837-NE-173rd-Pl-98011/unit-B/home/185885659,https://ssl.cdn-redfin.com/photo/1/islphoto/122/genIslnoResize.2312122_0.jpg
2249,1075000,98021,Bothell,WA,508 237th St SE Unit E,4,4,https://www.redfin.com/WA/Bothell/508-237th-St-SE-98021/unit-E/home/163314760,https://ssl.cdn-redfin.com/photo/1/islphoto/613/genIslnoResize.2304613_0.jpg
2025,880000,98012,Bothell,WA,228 161st Pl SE,4,4,https://www.redfin.com/WA/Bothell/228-161st-Pl-SE-98012/home/21499747,https://ssl.cdn-redfin.com/photo/1/islphoto/056/genIslnoResize.2312056_0.jpg
1460,799950,98012,Bothell,WA,18528 20th Dr SE,3,3,https://www.redfin.com/WA/Bothell/18528-20th-Dr-SE-98012/home/2800777,https://ssl.cdn-redfin.com/photo/1/islphoto/544/genIslnoResize.2312544_0.jpg
1056,299950,98021,Bothell,WA,1725 242nd St SE 219,2,2,https://www.redfin.com/WA/Bothell/1725-242nd-St-SE-98021/unit-219/home/2874675,https://ssl.cdn-redfin.com/photo/1/islphoto/002/genIslnoResize.2312002_0.jpg
,699950,98012,Bothell,WA,231 164TH St SE,5,5,https://www.redfin.com/WA/Bothell/231-164th-St-SE-98012/home/2448405,https://ssl.cdn-redfin.com/photo/1/islphoto/351/genIslnoResize.2312351_2.jpg
1622,734995,98012,Bothell,WA,16124 Cascadian Way Unit F5,3,3,https://www.redfin.com/WA/Bothell/16124-Cascadian-Way-98012/unit-F5/home/193522964,https://ssl.cdn-redfin.com/photo/595/islphoto/78E/genIslnoResize.DD6FC415D78E_0.jpg
1622,734995,98012,Bothell,WA,16124 Cascadian Way Unit F6,3,3,https://www.redfin.com/WA/Bothell/16124-Cascadian-Way-98012/unit-F6/home/193522965,https://ssl.cdn-redfin.com/photo/595/islphoto/7E3/genIslnoResize.355E1B7F97E3_0.jpg
1622,734995,98012,Bothell,WA,16124 Cascadian Way Unit F4,3,3,https://www.redfin.com/WA/Bothell/16124-Cascadian-Way-98012/unit-F4/home/193522963,https://ssl.cdn-redfin.com/photo/595/islphoto/D4F/genIslnoResize.085133EDED4F_0.jpg
1622,734995,98012,Bothell,WA,16124 Cascadian Way Unit F7,3,3,https://www.redfin.com/WA/Bothell/16124-Cascadian-Way-98012/unit-F7/home/193522966,https://ssl.cdn-redfin.com/photo/595/islphoto/A5F/genIslnoResize.7D30AF25DA5F_1.jpg
800,119900,98011,Bothell,WA,11330 E Riverside Dr 47,2,2,https://www.redfin.com/WA/Bothell/11330-E-Riverside-Dr-98011/unit-47/home/175656429,https://ssl.cdn-redfin.com/photo/1/islphoto/916/genIslnoResize.2311916_0.jpg
2871,1569900,98021,Bothell,WA,23619 43rd Dr SE,5,5,https://www.redfin.com/WA/Bothell/23619-43rd-Dr-SE-98021/home/161121836,https://ssl.cdn-redfin.com/photo/1/islphoto/202/genIslnoResize.2312202_0.jpg
2536,949950,98012,Bothell,WA,15503 Cascadian Way,4,4,https://www.redfin.com/WA/Bothell/15503-Cascadian-Way-98012/home/2769959,https://ssl.cdn-redfin.com/photo/1/islphoto/519/genIslnoResize.2310519_0.jpg
1776,1039900,98021,Bothell,WA,21819 24th Ave SE Unit D,3,3,https://www.redfin.com/WA/Bothell/21819-24th-Ave-SE-98021/unit-D/home/183343065,https://ssl.cdn-redfin.com/photo/1/islphoto/590/genIslnoResize.2311590_0.jpg
3378,1667105,98021,Bothell,WA,Woodway with Loft Plan,5,5,https://www.redfin.com/WA/Bothell/Bothell/Woodway-with-Loft/home/192849214,https://ssl.cdn-redfin.com/photo/595/islphoto/27E/genIslnoResize.7445DF30827E_0.jpg
2733,1454995,98021,Bothell,WA,Deming with Loft Plan,4,4,https://www.redfin.com/WA/Bothell/Bothell/Deming-with-Loft/home/192849262,https://ssl.cdn-redfin.com/photo/595/islphoto/479/genIslnoResize.E2EAB0797479_0.jpg
2192,1129013,98011,Bothell,WA,9017 NE 203rd Ct Unit D,3,3,https://www.redfin.com/WA/Bothell/9017-NE-203rd-St-98011/unit-D/home/193388771,https://ssl.cdn-redfin.com/photo/595/islphoto/7F7/genIslnoResize.4F90CFBD27F7_0.jpg
2165,1109950,98012,Bothell,WA,3915 198th St SE Unit F3,3,3,https://www.redfin.com/WA/Bothell/3915-198th-St-SE-98012/unit-F3/home/193546570,https://ssl.cdn-redfin.com/photo/595/islphoto/405/genIslnoResize.8817A09FA405_0.jpg
2843,1725150,98012,Bothell,WA,19824 39th Dr SE,4,4,https://www.redfin.com/WA/Bothell/19824-39th-Dr-SE-98012/home/193546549,https://ssl.cdn-redfin.com/photo/595/islphoto/61D/genIslnoResize.76F51DE9161D_0.jpg
1901,1054950,98012,Bothell,WA,3915 198th St SE Unit F2,3,3,https://www.redfin.com/WA/Bothell/3915-198th-St-SE-98012/unit-F2/home/193546604,https://ssl.cdn-redfin.com/photo/595/islphoto/6A6/genIslnoResize.B4563192F6A6_0.jpg
2249,1189950,98012,Bothell,WA,3915 198th St SE Unit F1,3,3,https://www.redfin.com/WA/Bothell/3915-198th-St-SE-98012/unit-F1/home/193546614,https://ssl.cdn-redfin.com/photo/595/islphoto/CEF/genIslnoResize.5FC28A921CEF_0.jpg
2556,1752995,98012,Bothell,WA,4017 198th St SE,4,4,https://www.redfin.com/WA/Bothell/4017-198th-St-SE-98012/home/193546547,https://ssl.cdn-redfin.com/photo/595/islphoto/EBC/genIslnoResize.100B5375AEBC_0.jpg
2249,1189950,98012,Bothell,WA,3915 198th St SE Unit F4,3,3,https://www.redfin.com/WA/Bothell/3915-198th-St-SE-98012/unit-F4/home/193546559,https://ssl.cdn-redfin.com/photo/595/islphoto/4BB/genIslnoResize.E93C2CECC4BB_0.jpg
2989,1459950,98012,Bothell,WA,224 179th St SE,5,5,https://www.redfin.com/WA/Mill-Creek-East/224-179th-St-SE-98012/home/193546025,https://ssl.cdn-redfin.com/photo/595/islphoto/7D4/genIslnoResize.02DC993B97D4_0.jpg
2501,1299950,98012,Bothell,WA,207 179th St SE,4,4,https://www.redfin.com/WA/Mill-Creek-East/207-179th-St-SE-98012/home/193545998,https://ssl.cdn-redfin.com/photo/595/islphoto/13C/genIslnoResize.A6CB47A5013C_0.jpg
1080,199000,98012,Mill Creek,WA,3504 Seattle Hill Rd 26,3,3,https://www.redfin.com/WA/Bothell/3504-Seattle-Hill-Rd-98012/unit-26/home/2878473,https://ssl.cdn-redfin.com/photo/1/islphoto/169/genIslnoResize.2311169_1.jpg
865,349000,98011,Bothell,WA,9517 NE 180TH St Unit B201,2,2,https://www.redfin.com/WA/Bothell/9517-NE-180th-St-98011/unit-B201/home/193685620,https://ssl.cdn-redfin.com/photo/1/islphoto/371/genIslnoResize.2307371_0.jpg
2989,1439950,98021,Bothell,WA,224 179th St SE 11,5,5,https://www.redfin.com/WA/Bothell/224-179th-ST-SE-98021/unit-11/home/193529573,https://ssl.cdn-redfin.com/photo/1/islphoto/957/genIslnoResize.2310957_0.jpg
2501,1299950,98021,Bothell,WA,207 179th St SE 5,4,4,https://www.redfin.com/WA/Bothell/207-179th-ST-SE-98021/unit-5/home/192824989,https://ssl.cdn-redfin.com/photo/1/islphoto/489/genIslnoResize.2296489_0.jpg
2615,1275000,98012,Bothell,WA,16017 41st Ave SE,4,4,https://www.redfin.com/WA/Bothell/16017-41st-Ave-SE-98012/home/11882633,https://ssl.cdn-redfin.com/photo/1/islphoto/488/genIslnoResize.2308488_0.jpg
